,productivity,utility,coverage,harmonic_mean
bankou Santander,0.3,0.2,0.0021,0.0042
přístup k,0.3,0.2,0.0021,0.0042
hlavou katolické,0.3,0.2,0.0021,0.0042
"uvedl, že",0.3,0.2,0.0021,0.0042
Mae a,0.35,0.2167,0.0021,0.0042
popravili v,0.35,0.2167,0.0021,0.0042
zoo v,0.35,0.2167,0.0021,0.0042
Lysenko je,0.35,0.2167,0.0021,0.0042
země odstoupila,0.35,0.2167,0.0021,0.0042
V Česku,0.35,0.2167,0.0021,0.0042
první země,0.35,0.2167,0.0021,0.0042
Barney Frank,0.35,0.2167,0.0021,0.0042
za vraždu,0.35,0.2167,0.0021,0.0042
roce 2016,0.35,0.2167,0.0021,0.0042
Freddie Mac,0.35,0.2167,0.0021,0.0042
podpoří zaměstnance,0.35,0.2167,0.0021,0.0042
jako první,0.35,0.2167,0.0021,0.0042
zaměstnance závislé,0.35,0.2167,0.0021,0.0042
Fannie Mae,0.35,0.2167,0.0021,0.0042
Česku podpoří,0.35,0.2167,0.0021,0.0042
posledního vraha,0.35,0.2167,0.0021,0.0042
Británie a,0.35,0.2167,0.0021,0.0042
ve věku,0.35,0.2167,0.0021,0.0042
konzulární úředníci,0.35,0.2167,0.0021,0.0042
pátek byla,0.35,0.2167,0.0021,0.0042
Demokrat Barney,0.35,0.2167,0.0021,0.0042
1989 popravili,0.35,0.2167,0.0021,0.0042
britští konzulární,0.35,0.2167,0.0021,0.0042
Staroměstského náměstí,0.35,0.2167,0.0021,0.0042
a Freddie,0.35,0.2167,0.0021,0.0042
společnost v,0.35,0.2167,0.0021,0.0042
Sázavou se,0.35,0.2167,0.0021,0.0042
Kanada jako,0.35,0.2167,0.0021,0.0042
Soutěž Brněnská,0.35,0.2167,0.0021,0.0042
byla zabavena,0.35,0.2167,0.0021,0.0042
závislé na,0.35,0.2167,0.0021,0.0042
ceny ropy,0.35,0.2167,0.0021,0.0042
Lindgrenová byla,0.25,0.15,0.0021,0.0042
Osetii si,0.2,0.1,0.0021,0.0042
Jižní Osetii,0.2,0.1,0.0021,0.0042
s velkou,0.2,0.1,0.0021,0.0042
velkou vodou,0.2,0.1,0.0021,0.0042
v prostorách,0.4,0.2667,0.0017,0.0034
stát úplně,0.4,0.2667,0.0017,0.0034
lze zabíjet,0.4,0.2667,0.0017,0.0034
léků ve,0.4,0.2667,0.0017,0.0034
dětského parlamentu,0.4,0.2667,0.0017,0.0034
veletrh Marathon,0.4,0.2667,0.0017,0.0034
demonstrovali studenti,0.4,0.2667,0.0017,0.0034
se vyhnul,0.4,0.2667,0.0017,0.0034
díky plánům,0.4,0.2667,0.0017,0.0034
dílčí úspěch,0.4,0.2667,0.0017,0.0034
studovně Klementina,0.4,0.2667,0.0017,0.0034
kontrakt v,0.4,0.2667,0.0017,0.0034
má soukromého,0.4,0.2667,0.0017,0.0034
byl zastřelen,0.4,0.2667,0.0017,0.0034
v provozu,0.4,0.2667,0.0017,0.0034
je uzavřena,0.4,0.2667,0.0017,0.0034
myšlenkami inklinuje,0.4,0.2667,0.0017,0.0034
v Maďarsku,0.4,0.2667,0.0017,0.0034
je profesorem,0.4,0.2667,0.0017,0.0034
snadnější čerpat,0.4,0.2667,0.0017,0.0034
velké nemá,0.4,0.2667,0.0017,0.0034
veletrh na,0.4,0.2667,0.0017,0.0034
chce odmítnout,0.4,0.2667,0.0017,0.0034
synagogu a,0.4,0.2667,0.0017,0.0034
je však,0.4,0.2667,0.0017,0.0034
v polských,0.4,0.2667,0.0017,0.0034
k vyšetření,0.4,0.2667,0.0017,0.0034
miliard korun,0.4,0.2667,0.0017,0.0034
se společností,0.4,0.2667,0.0017,0.0034
k politické,0.4,0.2667,0.0017,0.0034
milion cestujících,0.4,0.2667,0.0017,0.0034
svalovou masáž,0.4,0.2667,0.0017,0.0034
mezi Tokiem,0.4,0.2667,0.0017,0.0034
mezi Ruskem,0.4,0.2667,0.0017,0.0034
kandidovat popáté,0.4,0.2667,0.0017,0.0034
si vyžádaly,0.4,0.2667,0.0017,0.0034
jsou poznamenány,0.4,0.2667,0.0017,0.0034
v den,0.4,0.2667,0.0017,0.0034
vliv mizení,0.4,0.2667,0.0017,0.0034
v cizině,0.4,0.2667,0.0017,0.0034
maďarský autobus,0.4,0.2667,0.0017,0.0034
svými myšlenkami,0.4,0.2667,0.0017,0.0034
slovensko-maďarských vztahů,0.4,0.2667,0.0017,0.0034
ji město,0.4,0.2667,0.0017,0.0034
dopisu souhlasí,0.4,0.2667,0.0017,0.0034
v Pretorii,0.4,0.2667,0.0017,0.0034
mají zájem,0.4,0.2667,0.0017,0.0034
jednání parlamentu,0.4,0.2667,0.0017,0.0034
dorazilo 115,0.4,0.2667,0.0017,0.0034
státní cenu,0.4,0.2667,0.0017,0.0034
"majitele, ale",0.4,0.2667,0.0017,0.0034
druhou světovou,0.4,0.2667,0.0017,0.0034
dubna 1992,0.4,0.2667,0.0017,0.0034
smrti příznivců,0.4,0.2667,0.0017,0.0034
dvě mláďata,0.4,0.2667,0.0017,0.0034
je nyní,0.4,0.2667,0.0017,0.0034
další spolupráci,0.4,0.2667,0.0017,0.0034
je nutné,0.4,0.2667,0.0017,0.0034
konvoj čekali,0.4,0.2667,0.0017,0.0034
společnosti se,0.4,0.2667,0.0017,0.0034
hypotečních agentur,0.4,0.2667,0.0017,0.0034
"křeče neustupují,",0.4,0.2667,0.0017,0.0034
mizení přirozeného,0.4,0.2667,0.0017,0.0034
společností Middle,0.4,0.2667,0.0017,0.0034
ignorovala největší,0.4,0.2667,0.0017,0.0034
mluvčí nepatří,0.4,0.2667,0.0017,0.0034
které je,0.4,0.2667,0.0017,0.0034
soutěži o,0.4,0.2667,0.0017,0.0034
v tomto,0.4,0.2667,0.0017,0.0034
množství kokainu,0.4,0.2667,0.0017,0.0034
"soukromého majitele,",0.4,0.2667,0.0017,0.0034
"cizinců, které",0.4,0.2667,0.0017,0.0034
inklinuje k,0.4,0.2667,0.0017,0.0034
ministr životního,0.4,0.2667,0.0017,0.0034
trestu za,0.4,0.2667,0.0017,0.0034
inspekce povolila,0.4,0.2667,0.0017,0.0034
v Íránu,0.4,0.2667,0.0017,0.0034
humanismus v,0.4,0.2667,0.0017,0.0034
"unie, uvedl",0.4,0.2667,0.0017,0.0034
ukradl hodně,0.4,0.2667,0.0017,0.0034
hodnocením Hanse,0.4,0.2667,0.0017,0.0034
hostováním divadla,0.4,0.2667,0.0017,0.0034
společenství je,0.4,0.2667,0.0017,0.0034
u Slaného,0.4,0.2667,0.0017,0.0034
v Československu,0.4,0.2667,0.0017,0.0034
hlavně odpůrci,0.4,0.2667,0.0017,0.0034
ceny za,0.4,0.2667,0.0017,0.0034
ukrajinské mluvčí,0.4,0.2667,0.0017,0.0034
týkat vztahu,0.4,0.2667,0.0017,0.0034
hlasovalo pro,0.4,0.2667,0.0017,0.0034
společnost existuje,0.4,0.2667,0.0017,0.0034
historicky největší,0.4,0.2667,0.0017,0.0034
havaroval maďarský,0.4,0.2667,0.0017,0.0034
hrozbu útoku,0.4,0.2667,0.0017,0.0034
hrozí lidem,0.4,0.2667,0.0017,0.0034
hrozí vyhoštění,0.4,0.2667,0.0017,0.0034
spolupráci s,0.4,0.2667,0.0017,0.0034
ministr pro,0.4,0.2667,0.0017,0.0034
srovnání se,0.4,0.2667,0.0017,0.0034
se zrušením,0.4,0.2667,0.0017,0.0034
lidem při,0.4,0.2667,0.0017,0.0034
lidských práv,0.4,0.2667,0.0017,0.0034
je automobilový,0.4,0.2667,0.0017,0.0034
ve srovnání,0.4,0.2667,0.0017,0.0034
v Bělehradě,0.4,0.2667,0.0017,0.0034
v Chile,0.4,0.2667,0.0017,0.0034
byly všechny,0.4,0.2667,0.0017,0.0034
hodně peněz,0.4,0.2667,0.0017,0.0034
být vítězem,0.4,0.2667,0.0017,0.0034
v Evropě,0.4,0.2667,0.0017,0.0034
ve volbách,0.4,0.2667,0.0017,0.0034
federace a,0.4,0.2667,0.0017,0.0034
existuje od,0.4,0.2667,0.0017,0.0034
v Holešovicích,0.4,0.2667,0.0017,0.0034
eur se,0.4,0.2667,0.0017,0.0034
definovat vztah,0.4,0.2667,0.0017,0.0034
se zvýšily,0.4,0.2667,0.0017,0.0034
teroristické organizace,0.4,0.2667,0.0017,0.0034
cvičení Evropské,0.4,0.2667,0.0017,0.0034
běžecký veletrh,0.4,0.2667,0.0017,0.0034
transportérů s,0.4,0.2667,0.0017,0.0034
uzavřela kontrakt,0.4,0.2667,0.0017,0.0034
ve Lvově,0.4,0.2667,0.0017,0.0034
tomto kraji,0.4,0.2667,0.0017,0.0034
tobogány v,0.4,0.2667,0.0017,0.0034
tisíce obětí,0.4,0.2667,0.0017,0.0034
ministr financí,0.4,0.2667,0.0017,0.0034
ve Všeobecné,0.4,0.2667,0.0017,0.0034
letušek a,0.4,0.2667,0.0017,0.0034
letiště Ruzyně,0.4,0.2667,0.0017,0.0034
souhlas se,0.4,0.2667,0.0017,0.0034
financí Peter,0.4,0.2667,0.0017,0.0034
ticho je,0.4,0.2667,0.0017,0.0034
kraji druhou,0.4,0.2667,0.0017,0.0034
je Francie,0.4,0.2667,0.0017,0.0034
letos nebude,0.4,0.2667,0.0017,0.0034
bude nápomocno,0.4,0.2667,0.0017,0.0034
summit o,0.4,0.2667,0.0017,0.0034
procent voličů,0.4,0.2667,0.0017,0.0034
výstavišti v,0.4,0.2667,0.0017,0.0034
Ruskem a,0.4,0.2667,0.0017,0.0034
roku 1973,0.4,0.2667,0.0017,0.0034
Denveru byl,0.4,0.2667,0.0017,0.0034
z přehřátí,0.4,0.2667,0.0017,0.0034
Mlýn byly,0.4,0.2667,0.0017,0.0034
prostorách městského,0.4,0.2667,0.0017,0.0034
nesouhlasí s,0.4,0.2667,0.0017,0.0034
Clinton bývá,0.4,0.2667,0.0017,0.0034
pochod v,0.4,0.2667,0.0017,0.0034
úplně každý,0.4,0.2667,0.0017,0.0034
romské komunity,0.4,0.2667,0.0017,0.0034
Chomsky svými,0.4,0.2667,0.0017,0.0034
nepatří Andrij,0.4,0.2667,0.0017,0.0034
Chile proběhl,0.4,0.2667,0.0017,0.0034
Chepe dnes,0.4,0.2667,0.0017,0.0034
Rudě prodej,0.4,0.2667,0.0017,0.0034
"Development, teď",0.4,0.2667,0.0017,0.0034
za TOP,0.4,0.2667,0.0017,0.0034
Morales plánuje,0.4,0.2667,0.0017,0.0034
Dohoda se,0.4,0.2667,0.0017,0.0034
Přibližně 90,0.4,0.2667,0.0017,0.0034
prostředí Peter,0.4,0.2667,0.0017,0.0034
Přituhuje ohledně,0.4,0.2667,0.0017,0.0034
Dohoda bude,0.4,0.2667,0.0017,0.0034
čerpat peníze,0.4,0.2667,0.0017,0.0034
při zatýkání,0.4,0.2667,0.0017,0.0034
Dnešní summit,0.4,0.2667,0.0017,0.0034
Rezaian se,0.4,0.2667,0.0017,0.0034
neviděli v,0.4,0.2667,0.0017,0.0034
za mír,0.4,0.2667,0.0017,0.0034
Mlýn je,0.4,0.2667,0.0017,0.0034
za humanismus,0.4,0.2667,0.0017,0.0034
"neustupují, je",0.4,0.2667,0.0017,0.0034
od Kjótského,0.4,0.2667,0.0017,0.0034
podmínek sdělil,0.4,0.2667,0.0017,0.0034
Middle East,0.4,0.2667,0.0017,0.0034
Tokiem a,0.4,0.2667,0.0017,0.0034
Světové plavecké,0.4,0.2667,0.0017,0.0034
největší množství,0.4,0.2667,0.0017,0.0034
většina Poláků,0.4,0.2667,0.0017,0.0034
Mediální zákon,0.4,0.2667,0.0017,0.0034
Hodnota amerických,0.4,0.2667,0.0017,0.0034
Tiso se,0.4,0.2667,0.0017,0.0034
Bolívijský prezident,0.4,0.2667,0.0017,0.0034
Střelec z,0.4,0.2667,0.0017,0.0034
Íránu vyhnul,0.4,0.2667,0.0017,0.0034
vědu Milan,0.4,0.2667,0.0017,0.0034
Řediteli Všeobecné,0.4,0.2667,0.0017,0.0034
Boje mezi,0.4,0.2667,0.0017,0.0034
s americkými,0.4,0.2667,0.0017,0.0034
ředitel brněnské,0.4,0.2667,0.0017,0.0034
největší zásilka,0.4,0.2667,0.0017,0.0034
však v,0.4,0.2667,0.0017,0.0034
zlatým se,0.4,0.2667,0.0017,0.0034
při horkém,0.4,0.2667,0.0017,0.0034
členů dětského,0.4,0.2667,0.0017,0.0034
z Olomouce,0.4,0.2667,0.0017,0.0034
Běžecký veletrh,0.4,0.2667,0.0017,0.0034
nemá vliv,0.4,0.2667,0.0017,0.0034
z Evropské,0.4,0.2667,0.0017,0.0034
z Denveru,0.4,0.2667,0.0017,0.0034
Bódy chce,0.4,0.2667,0.0017,0.0034
Brněnské šestnáctky,0.4,0.2667,0.0017,0.0034
Mezi ukrajinské,0.4,0.2667,0.0017,0.0034
Sport Expo,0.4,0.2667,0.0017,0.0034
Bude snadnější,0.4,0.2667,0.0017,0.0034
všechny tobogány,0.4,0.2667,0.0017,0.0034
Mexičtí vojáci,0.4,0.2667,0.0017,0.0034
prodej padělaného,0.4,0.2667,0.0017,0.0034
Dánský premiér,0.4,0.2667,0.0017,0.0034
za válečné,0.4,0.2667,0.0017,0.0034
za vědu,0.4,0.2667,0.0017,0.0034
Odboráři mají,0.4,0.2667,0.0017,0.0034
ČR ani,0.4,0.2667,0.0017,0.0034
o SD,0.4,0.2667,0.0017,0.0034
Husajna klesly,0.4,0.2667,0.0017,0.0034
parlamentu bude,0.4,0.2667,0.0017,0.0034
ČR je,0.4,0.2667,0.0017,0.0034
Na pandy,0.4,0.2667,0.0017,0.0034
Na americký,0.4,0.2667,0.0017,0.0034
ČOI Karel,0.4,0.2667,0.0017,0.0034
peníze z,0.4,0.2667,0.0017,0.0034
zaznamenal dílčí,0.4,0.2667,0.0017,0.0034
zastřelen při,0.4,0.2667,0.0017,0.0034
Husajna se,0.4,0.2667,0.0017,0.0034
nápomocno městským,0.4,0.2667,0.0017,0.0034
obrany Valerije,0.4,0.2667,0.0017,0.0034
Gazprom bude,0.4,0.2667,0.0017,0.0034
rady je,0.4,0.2667,0.0017,0.0034
Frank vyjádřil,0.4,0.2667,0.0017,0.0034
obdržel Nobelovu,0.4,0.2667,0.0017,0.0034
padělaného značkového,0.4,0.2667,0.0017,0.0034
ze strany,0.4,0.2667,0.0017,0.0034
Holešovicích letos,0.4,0.2667,0.0017,0.0034
pandy beztrestně,0.4,0.2667,0.0017,0.0034
pandy velké,0.4,0.2667,0.0017,0.0034
Horákovi hrozí,0.4,0.2667,0.0017,0.0034
provádět svalovou,0.4,0.2667,0.0017,0.0034
o porušení,0.4,0.2667,0.0017,0.0034
Nobelovu cenu,0.4,0.2667,0.0017,0.0034
příspěvěk na,0.4,0.2667,0.0017,0.0034
Gruzií si,0.4,0.2667,0.0017,0.0034
Národnímu divadlu,0.4,0.2667,0.0017,0.0034
příznivců teroristické,0.4,0.2667,0.0017,0.0034
útoku ze,0.4,0.2667,0.0017,0.0034
Česko se,0.4,0.2667,0.0017,0.0034
Francie ochotna,0.4,0.2667,0.0017,0.0034
zabavena největší,0.4,0.2667,0.0017,0.0034
Číně lze,0.4,0.2667,0.0017,0.0034
než vodní,0.4,0.2667,0.0017,0.0034
zadrželi historicky,0.4,0.2667,0.0017,0.0034
Členem Učené,0.4,0.2667,0.0017,0.0034
Postoloprtech má,0.4,0.2667,0.0017,0.0034
"East Development,",0.4,0.2667,0.0017,0.0034
Praze necelých,0.4,0.2667,0.0017,0.0034
čekali na,0.4,0.2667,0.0017,0.0034
nikdy neviděli,0.4,0.2667,0.0017,0.0034
zabíjet pandy,0.4,0.2667,0.0017,0.0034
než David,0.4,0.2667,0.0017,0.0034
plánům nově,0.4,0.2667,0.0017,0.0034
Press ředitel,0.4,0.2667,0.0017,0.0034
Pretorii zaznamenal,0.4,0.2667,0.0017,0.0034
Procházka v,0.4,0.2667,0.0017,0.0034
plánuje kandidovat,0.4,0.2667,0.0017,0.0034
přirozeného životního,0.4,0.2667,0.0017,0.0034
Ořechova otevřela,0.4,0.2667,0.0017,0.0034
zaměstnaly v,0.4,0.2667,0.0017,0.0034
Firma Linet,0.4,0.2667,0.0017,0.0034
nyní někdo,0.4,0.2667,0.0017,0.0034
Česku havaroval,0.4,0.2667,0.0017,0.0034
obrněných transportérů,0.4,0.2667,0.0017,0.0034
Pekingem 22,0.4,0.2667,0.0017,0.0034
Exprezident navštívil,0.4,0.2667,0.0017,0.0034
nutno provádět,0.4,0.2667,0.0017,0.0034
Epopej nikdy,0.4,0.2667,0.0017,0.0034
nově zvoleného,0.4,0.2667,0.0017,0.0034
proti závislosti,0.4,0.2667,0.0017,0.0034
Podle britského,0.4,0.2667,0.0017,0.0034
"Evropské unie,",0.4,0.2667,0.0017,0.0034
Evropské plavecké,0.4,0.2667,0.0017,0.0034
Mírový pochod,0.4,0.2667,0.0017,0.0034
necelých 8,0.4,0.2667,0.0017,0.0034
Hlavním odběratelem,0.4,0.2667,0.0017,0.0034
zrušením hypotečních,0.4,0.2667,0.0017,0.0034
prezident souhlasí,0.4,0.2667,0.0017,0.0034
na Brněnsku,0.4,0.2667,0.0017,0.0034
2007 ukradl,0.4,0.2667,0.0017,0.0034
Ki-mun je,0.4,0.2667,0.0017,0.0034
automobilový průmysl,0.4,0.2667,0.0017,0.0034
a stevardů,0.4,0.2667,0.0017,0.0034
a přehřátí,0.4,0.2667,0.0017,0.0034
a mešitu,0.4,0.2667,0.0017,0.0034
zájem na,0.4,0.2667,0.0017,0.0034
odmítnout další,0.4,0.2667,0.0017,0.0034
Křeče a,0.4,0.2667,0.0017,0.0034
zvýšily ceny,0.4,0.2667,0.0017,0.0034
počasí a,0.4,0.2667,0.0017,0.0034
švýcarské skupině,0.4,0.2667,0.0017,0.0034
"počet cizinců,",0.4,0.2667,0.0017,0.0034
počet letušek,0.4,0.2667,0.0017,0.0034
25 členů,0.4,0.2667,0.0017,0.0034
29 dubna,0.4,0.2667,0.0017,0.0034
zvoleného prezidenta,0.4,0.2667,0.0017,0.0034
vyčerpání hrozí,0.4,0.2667,0.0017,0.0034
a Světové,0.4,0.2667,0.0017,0.0034
porušení podmínek,0.4,0.2667,0.0017,0.0034
zveřejnil příspěvěk,0.4,0.2667,0.0017,0.0034
a Pekingem,0.4,0.2667,0.0017,0.0034
může stát,0.4,0.2667,0.0017,0.0034
vyšetření smrti,0.4,0.2667,0.0017,0.0034
proběhl bez,0.4,0.2667,0.0017,0.0034
a vyčerpání,0.4,0.2667,0.0017,0.0034
amerických akcií,0.4,0.2667,0.0017,0.0034
na Facebooku,0.4,0.2667,0.0017,0.0034
prezidenta Donalda,0.4,0.2667,0.0017,0.0034
americký konvoj,0.4,0.2667,0.0017,0.0034
se narodila,0.4,0.2667,0.0017,0.0034
povolila na,0.4,0.2667,0.0017,0.0034
odmítá většina,0.4,0.2667,0.0017,0.0034
ani v,0.4,0.2667,0.0017,0.0034
Kaloňům zlatým,0.4,0.2667,0.0017,0.0034
na adresu,0.4,0.2667,0.0017,0.0034
opraví ji,0.4,0.2667,0.0017,0.0034
zákon v,0.4,0.2667,0.0017,0.0034
ale opraví,0.4,0.2667,0.0017,0.0034
aktivitami na,0.4,0.2667,0.0017,0.0034
vyhnul obvinění,0.4,0.2667,0.0017,0.0034
vyhnul trestu,0.4,0.2667,0.0017,0.0034
se může,0.4,0.2667,0.0017,0.0034
agentuře Associated,0.4,0.2667,0.0017,0.0034
agentur Fannie,0.4,0.2667,0.0017,0.0034
aerolinky zaměstnaly,0.4,0.2667,0.0017,0.0034
armáda ignorovala,0.4,0.2667,0.0017,0.0034
na infarkt,0.4,0.2667,0.0017,0.0034
adresu romské,0.4,0.2667,0.0017,0.0034
vyjádřil souhlas,0.4,0.2667,0.0017,0.0034
vylepšenou bojovou,0.4,0.2667,0.0017,0.0034
Karel Havlíček,0.4,0.2667,0.0017,0.0034
voličů hlasovalo,0.4,0.2667,0.0017,0.0034
a Gruzií,0.4,0.2667,0.0017,0.0034
americkými vojenskými,0.4,0.2667,0.0017,0.0034
bez demonstrací,0.4,0.2667,0.0017,0.0034
britského vědce,0.4,0.2667,0.0017,0.0034
V Číně,0.4,0.2667,0.0017,0.0034
polských montovnách,0.4,0.2667,0.0017,0.0034
město Bahamského,0.4,0.2667,0.0017,0.0034
ohledně slovensko-maďarských,0.4,0.2667,0.0017,0.0034
vítězem voleb,0.4,0.2667,0.0017,0.0034
narodila dvě,0.4,0.2667,0.0017,0.0034
politické pravici,0.4,0.2667,0.0017,0.0034
Marathon Sport,0.4,0.2667,0.0017,0.0034
Ki-mun vyzval,0.4,0.2667,0.0017,0.0034
omezit počet,0.4,0.2667,0.0017,0.0034
1235 vojáků,0.4,0.2667,0.0017,0.0034
brněnské ČOI,0.4,0.2667,0.0017,0.0034
pátek armáda,0.4,0.2667,0.0017,0.0034
V Praze,0.4,0.2667,0.0017,0.0034
navštívil jednání,0.4,0.2667,0.0017,0.0034
odbavilo letiště,0.4,0.2667,0.0017,0.0034
zásilka léků,0.4,0.2667,0.0017,0.0034
výroky na,0.4,0.2667,0.0017,0.0034
Učené společnosti,0.4,0.2667,0.0017,0.0034
Associated Press,0.4,0.2667,0.0017,0.0034
Bill Clinton,0.4,0.2667,0.0017,0.0034
nebude týkat,0.4,0.2667,0.0017,0.0034
bude definovat,0.4,0.2667,0.0017,0.0034
otevřela v,0.4,0.2667,0.0017,0.0034
vojáci zadrželi,0.4,0.2667,0.0017,0.0034
Valerije Ivaščenka,0.4,0.2667,0.0017,0.0034
odběratelem firmy,0.4,0.2667,0.0017,0.0034
na výstavišti,0.4,0.2667,0.0017,0.0034
8 000,0.4,0.2667,0.0017,0.0034
městě získá,0.4,0.2667,0.0017,0.0034
sdělil agentuře,0.4,0.2667,0.0017,0.0034
vyžádaly tisíce,0.4,0.2667,0.0017,0.0034
vojenskými aktivitami,0.4,0.2667,0.0017,0.0034
závislosti na,0.4,0.2667,0.0017,0.0034
Kroměříže je,0.4,0.2667,0.0017,0.0034
zúčastnilo protiteroristického,0.4,0.2667,0.0017,0.0034
Všeobecné studovně,0.4,0.2667,0.0017,0.0034
prezident Morales,0.4,0.2667,0.0017,0.0034
bojovou technikou,0.4,0.2667,0.0017,0.0034
městským radním,0.4,0.2667,0.0017,0.0034
na úspěchu,0.4,0.2667,0.0017,0.0034
90 procent,0.4,0.2667,0.0017,0.0034
šestnáctka se,0.4,0.2667,0.0017,0.0034
městského divadla,0.4,0.2667,0.0017,0.0034
vztahu Británie,0.4,0.2667,0.0017,0.0034
s vylepšenou,0.4,0.2667,0.0017,0.0034
Los Angeles,0.4,0.2667,0.0017,0.0034
válečné zločiny,0.4,0.2667,0.0017,0.0034
Velké americké,0.4,0.2667,0.0017,0.0034
žijícího jazykovědce,0.4,0.2667,0.0017,0.0034
vody než,0.4,0.2667,0.0017,0.0034
bude Michal,0.3,0.2,0.0017,0.0034
Kocianovu kvartetu,0.3,0.2,0.0017,0.0034
černošskému motorkáři,0.3,0.2,0.0017,0.0034
udělena Kocianovu,0.3,0.2,0.0017,0.0034
Zbraňový systém,0.3,0.2,0.0017,0.0034
použití v,0.3,0.2,0.0017,0.0034
Zuzana 2,0.3,0.2,0.0017,0.0034
Evropského parlamentu,0.3,0.2,0.0017,0.0034
z jihlavské,0.3,0.2,0.0017,0.0034
do Evropského,0.3,0.2,0.0017,0.0034
motorkáři Rodneymu,0.3,0.2,0.0017,0.0034
do roku,0.3,0.2,0.0017,0.0034
"Rodneymu Kingovi,",0.3,0.2,0.0017,0.0034
systém Zuzana,0.3,0.2,0.0017,0.0034
výlet do,0.25,0.15,0.0017,0.0034
narodil v,0.25,0.15,0.0017,0.0034
určených k,0.25,0.15,0.0017,0.0034
Neználkův výlet,0.25,0.15,0.0017,0.0034
Slunečního města,0.25,0.15,0.0017,0.0034
federace se,0.25,0.15,0.0017,0.0034
Ministr pro,0.25,0.15,0.0017,0.0034
do Slunečního,0.25,0.15,0.0017,0.0034
Neználek na,0.25,0.15,0.0017,0.0034
Knihy Neználkův,0.25,0.15,0.0017,0.0034
oteplování planety,0.25,0.15,0.0017,0.0034
Konvoj má,0.25,0.15,0.0017,0.0034
na Měsíci,0.25,0.15,0.0017,0.0034
a Neználek,0.25,0.15,0.0017,0.0034
Osm hrozných,0.25,0.15,0.0017,0.0034
má demonstrovat,0.25,0.15,0.0017,0.0034
se narodil,0.25,0.15,0.0017,0.0034
po celém,0.25,0.15,0.0017,0.0034
otrávil metanolem,0.25,0.15,0.0017,0.0034
demonstrovat podporu,0.25,0.15,0.0017,0.0034
práv na,0.3,0.2,0.0013,0.0026
předloze byla,0.3,0.2,0.0013,0.0026
předpokladů začnou,0.3,0.2,0.0013,0.0026
omezené válečné,0.3,0.2,0.0013,0.0026
opětovnou kandidaturu,0.3,0.2,0.0013,0.0026
společnost oceňuje,0.3,0.2,0.0013,0.0026
"předem, v",0.3,0.2,0.0013,0.0026
společnost shoduje,0.3,0.2,0.0013,0.0026
onemocnění jater,0.3,0.2,0.0013,0.0026
přednášení v,0.3,0.2,0.0013,0.0026
společnost neoceňuje,0.3,0.2,0.0013,0.0026
kterém nikdo,0.3,0.2,0.0013,0.0026
představení jeho,0.3,0.2,0.0013,0.0026
osvobozeni 29,0.3,0.2,0.0013,0.0026
otevřela výrobní,0.3,0.2,0.0013,0.0026
průzkumů bude,0.3,0.2,0.0013,0.0026
pátek zabavila,0.3,0.2,0.0013,0.0026
předložil na,0.3,0.2,0.0013,0.0026
osm současných,0.3,0.2,0.0013,0.0026
kterého opraví,0.3,0.2,0.0013,0.0026
otevřena v,0.3,0.2,0.0013,0.0026
oznámil založení,0.3,0.2,0.0013,0.0026
průmyslu v,0.3,0.2,0.0013,0.0026
psychoanalýzy Sigmunda,0.3,0.2,0.0013,0.0026
se s,0.3,0.2,0.0013,0.0026
první na,0.3,0.2,0.0013,0.0026
používali všechny,0.3,0.2,0.0013,0.0026
pouze omezené,0.3,0.2,0.0013,0.0026
"katolické církve,",0.3,0.2,0.0013,0.0026
privatizaci ropného,0.3,0.2,0.0013,0.0026
pro Agrofert,0.3,0.2,0.0013,0.0026
potřeba celkem,0.3,0.2,0.0013,0.0026
"potvrdil, že",0.3,0.2,0.0013,0.0026
pro kandidáta,0.3,0.2,0.0013,0.0026
pro použití,0.3,0.2,0.0013,0.0026
kin rekordně,0.3,0.2,0.0013,0.0026
pro své,0.3,0.2,0.0013,0.0026
porazil ve,0.3,0.2,0.0013,0.0026
popravným v,0.3,0.2,0.0013,0.0026
klesá díky,0.3,0.2,0.0013,0.0026
pondělním zasedání,0.3,0.2,0.0013,0.0026
kokainu mexické,0.3,0.2,0.0013,0.0026
politické strany,0.3,0.2,0.0013,0.0026
komora Parlamentu,0.3,0.2,0.0013,0.0026
pouze seniorní,0.3,0.2,0.0013,0.0026
prezidentem Evropské,0.3,0.2,0.0013,0.0026
která navštívila,0.3,0.2,0.0013,0.0026
povede kandidátku,0.3,0.2,0.0013,0.0026
premiér Anders,0.3,0.2,0.0013,0.0026
k významným,0.3,0.2,0.0013,0.0026
k větší,0.3,0.2,0.0013,0.0026
střel na,0.3,0.2,0.0013,0.0026
praktičtí lékaři,0.3,0.2,0.0013,0.0026
kampaň Nuul,0.3,0.2,0.0013,0.0026
poškození organismu,0.3,0.2,0.0013,0.0026
pořádá od,0.3,0.2,0.0013,0.0026
středních škol,0.3,0.2,0.0013,0.0026
prezident jsou,0.3,0.2,0.0013,0.0026
kandidovat za,0.3,0.2,0.0013,0.0026
poznamenány komunistikcou,0.3,0.2,0.0013,0.0026
prezident vyzval,0.3,0.2,0.0013,0.0026
kandidáta hlasovat,0.3,0.2,0.0013,0.0026
pozici mezi,0.3,0.2,0.0013,0.0026
prezidenta Václava,0.3,0.2,0.0013,0.0026
