,Cue,DCI
4840,a rozpočtu.,0.3241
4841,středních firem,0.3241
4842,středních ze,0.3241
4843,středních státního,0.3241
4844,středních rozpočtu.,0.3241
4845,firem ze,0.3241
4846,firem státního,0.3241
4847,firem rozpočtu.,0.3241
4848,Evropská unie,0.3241
4849,Evropská neposkytla,0.3241
4850,Evropská pomoc,0.3241
4851,Evropská při,0.3241
4852,Evropská odstraňování,0.3241
4853,unie neposkytla,0.3241
4854,unie pomoc,0.3241
4855,unie při,0.3241
4856,unie odstraňování,0.3241
4857,unie škod,0.3241
4858,neposkytla pomoc,0.3241
4859,neposkytla při,0.3241
4860,neposkytla odstraňování,0.3241
4861,neposkytla škod,0.3241
4862,neposkytla po,0.3241
4863,se sídle,0.3241
4864,nezúčastnil sídle,0.3241
4865,nezúčastnil Mezinárodní,0.3241
4866,předání sídle,0.3241
4867,předání Mezinárodní,0.3241
4868,předání ligy,0.3241
4869,ceny sídle,0.3241
4870,ceny Mezinárodní,0.3241
4871,ceny ligy,0.3241
4872,ceny humanistů.,0.3241
4873,v sídle,0.3241
4874,v Mezinárodní,0.3241
4875,v ligy,0.3241
4876,v humanistů.,0.3241
4877,sídle Mezinárodní,0.3241
4878,sídle ligy,0.3241
4879,sídle humanistů.,0.3241
4880,Mezinárodní ligy,0.3241
4881,Mezinárodní humanistů.,0.3241
4882,ligy humanistů.,0.3241
4883,Rusko a,0.3241
4884,Rusko Polsko,0.3241
4885,Rusko se,0.3241
4886,Rusko domluvilo,0.3241
4887,Rusko na,0.3241
4888,a Polsko,0.3241
4889,a domluvilo,0.3241
4890,a dalším,0.3241
4891,Polsko se,0.3241
4892,Polsko domluvilo,0.3241
4893,Polsko na,0.3241
4894,Polsko dalším,0.3241
4895,Polsko dodávání,0.3241
4896,se domluvilo,0.3241
4897,se dalším,0.3241
4898,se dodávání,0.3241
4899,se plynu.,0.3241
4900,domluvilo na,0.3241
4901,domluvilo dalším,0.3241
4902,domluvilo dodávání,0.3241
4903,domluvilo plynu.,0.3241
4904,na dalším,0.3241
4905,na dodávání,0.3241
4906,na plynu.,0.3241
4907,dalším dodávání,0.3241
4908,dalším plynu.,0.3241
4909,dodávání plynu.,0.3241
4910,Havel za,0.3241
4911,se humanismus,0.3241
4912,nezúčastnil za,0.3241
4913,nezúčastnil humanismus,0.3241
4914,předání za,0.3241
4915,předání humanismus,0.3241
4916,předání Bělehradě.,0.3241
4917,ceny za,0.3241
4918,ceny humanismus,0.3241
4919,ceny Bělehradě.,0.3241
4920,za humanismus,0.3241
4921,za Bělehradě.,0.3241
4922,humanismus v,0.3241
4923,humanismus Bělehradě.,0.3241
4924,v Bělehradě.,0.3241
4925,Jiří roce,0.3241
4926,Jiří 2007,0.3241
4927,Kuděla roce,0.3241
4928,Kuděla 2007,0.3241
4929,Kuděla mluvčím,0.3241
4930,byl 2007,0.3241
4931,byl mluvčím,0.3241
4932,byl prezidenta,0.3241
4933,v mluvčím,0.3241
4934,v prezidenta,0.3241
4935,v Václava,0.3241
4936,roce mluvčím,0.3241
4937,roce prezidenta,0.3241
4938,roce Václava,0.3241
4939,roce Havla.,0.3241
4940,2007 mluvčím,0.3241
4941,2007 prezidenta,0.3241
4942,2007 Václava,0.3241
4943,2007 Havla.,0.3241
4944,mluvčím prezidenta,0.3241
4945,mluvčím Václava,0.3241
4946,mluvčím Havla.,0.3241
4947,prezidenta Václava,0.3241
4948,prezidenta Havla.,0.3241
4949,Václava Havla.,0.3241
4950,Jiří český,0.3241
4951,Jiří velvyslanec,0.3241
4952,Kuděla český,0.3241
4953,Kuděla velvyslanec,0.3241
4954,Kuděla Chorvatsku,0.3241
4955,byl český,0.3241
4956,byl velvyslanec,0.3241
4957,byl Chorvatsku,0.3241
4958,český velvyslanec,0.3241
4959,český v,0.3241
4960,český Chorvatsku,0.3241
4961,český roce,0.3241
4962,velvyslanec Chorvatsku,0.3241
4963,velvyslanec roce,0.3241
4964,velvyslanec 2007.,0.3241
4965,v Chorvatsku,0.3241
4966,v 2007.,0.3241
4967,Chorvatsku v,0.3241
4968,Chorvatsku roce,0.3241
4969,Chorvatsku 2007.,0.3241
4970,roce 2007.,0.3241
4971,Někdejší gruzínský,0.3241
4972,Někdejší prezident,0.3241
4973,Někdejší má,0.3241
4974,Někdejší zakázaný,0.3241
4975,Někdejší vstup,0.3241
4976,gruzínský prezident,0.3241
4977,prezident má,0.3241
4978,prezident zakázaný,0.3241
4979,prezident vstup,0.3241
4980,prezident území,0.3241
4981,Kuřákům mluvčí,0.3241
4982,Kuřákům společnosti,0.3241
4983,Kuřákům ArcelorMittal,0.3241
4984,Kuřákům Ostrava,0.3241
4985,podle mluvčí,0.3241
4986,podle společnosti,0.3241
4987,podle ArcelorMittal,0.3241
4988,podle Ostrava,0.3241
4989,mluvčí společnosti,0.3241
4990,mluvčí ArcelorMittal,0.3241
4991,mluvčí Ostrava,0.3241
4992,mluvčí Věry,0.3241
4993,mluvčí Breiové,0.3241
4994,společnosti ArcelorMittal,0.3241
4995,společnosti Ostrava,0.3241
4996,společnosti Věry,0.3241
4997,společnosti Breiové,0.3241
4998,společnosti zaplatí,0.3241
4999,ArcelorMittal Věry,0.3241
5000,ArcelorMittal Breiové,0.3241
5001,Ostrava Věry,0.3241
5002,Ostrava Breiové,0.3241
5003,V Hollywoodu,0.3241
5004,V surově,0.3241
5005,V zakročili,0.3241
5006,V policisté,0.3241
5007,V proti,0.3241
5008,Hollywoodu surově,0.3241
5009,Hollywoodu zakročili,0.3241
5010,Hollywoodu policisté,0.3241
5011,Hollywoodu proti,0.3241
5012,Hollywoodu afroamerickému,0.3241
5013,surově zakročili,0.3241
5014,surově policisté,0.3241
5015,surově proti,0.3241
5016,surově afroamerickému,0.3241
5017,surově motoristovi.,0.3241
5018,zakročili policisté,0.3241
5019,zakročili proti,0.3241
5020,zakročili afroamerickému,0.3241
5021,zakročili motoristovi.,0.3241
5022,policisté proti,0.3241
5023,policisté afroamerickému,0.3241
5024,policisté motoristovi.,0.3241
5025,Exprezident navštívil,0.3241
5026,Exprezident jednání,0.3241
5027,Exprezident parlamentu.,0.3241
5028,navštívil jednání,0.3241
5029,navštívil parlamentu.,0.3241
5030,jednání parlamentu.,0.3241
5031,Exprezident se,0.3241
5032,Exprezident nezúčastnil,0.3241
5033,Exprezident předávání,0.3241
5034,Exprezident cen,0.3241
5035,Exprezident v,0.3241
5036,se předávání,0.3241
5037,se cen,0.3241
5038,se Sarajevu.,0.3241
5039,nezúčastnil předávání,0.3241
5040,nezúčastnil cen,0.3241
5041,nezúčastnil Sarajevu.,0.3241
5042,předávání v,0.3241
5043,předávání Sarajevu.,0.3241
5044,cen v,0.3241
5045,cen Sarajevu.,0.3241
5046,v Sarajevu.,0.3241
5047,Oteplování planety,0.3241
5048,Oteplování bylo,0.3241
5049,Oteplování přirovnáno,0.3241
5050,Oteplování ke,0.3241
5051,"Oteplování ""zbrani",0.3241
5052,planety bylo,0.3241
5053,planety přirovnáno,0.3241
5054,planety ke,0.3241
5055,"planety ""zbrani",0.3241
5056,bylo přirovnáno,0.3241
5057,bylo ke,0.3241
5058,"bylo ""zbrani",0.3241
5059,bylo hromadného,0.3241
5060,"bylo ničení""",0.3241
5061,přirovnáno ke,0.3241
5062,"přirovnáno ""zbrani",0.3241
5063,přirovnáno hromadného,0.3241
5064,"přirovnáno ničení""",0.3241
5065,přirovnáno britským,0.3241
5066,"ke ""zbrani",0.3241
5067,ke hromadného,0.3241
5068,"ke ničení""",0.3241
5069,ke britským,0.3241
5070,ke vědcem,0.3241
5071,"""zbrani hromadného",0.3241
5072,"""zbrani ničení""",0.3241
5073,"""zbrani britským",0.3241
5074,"""zbrani vědcem",0.3241
5075,"""zbrani Johnem",0.3241
5076,"hromadného ničení""",0.3241
5077,hromadného britským,0.3241
5078,hromadného vědcem,0.3241
5079,hromadného Johnem,0.3241
5080,hromadného Houghtonem.,0.3241
5081,"ničení"" britským",0.3241
5082,"ničení"" vědcem",0.3241
5083,"ničení"" Johnem",0.3241
5084,"ničení"" Houghtonem.",0.3241
5085,britským vědcem,0.3241
5086,britským Johnem,0.3241
5087,britským Houghtonem.,0.3241
5088,vědcem Johnem,0.3241
5089,vědcem Houghtonem.,0.3241
5090,Johnem Houghtonem.,0.3241
5091,Britský John,0.3241
5092,Britský Houghton,0.3241
5093,Britský varoval,0.3241
5094,Britský v,0.3241
5095,vědec John,0.3241
5096,vědec Houghton,0.3241
5097,vědec varoval,0.3241
5098,vědec v,0.3241
5099,vědec roce,0.3241
5100,John Houghton,0.3241
5101,John varoval,0.3241
5102,John v,0.3241
5103,John roce,0.3241
5104,John 2003,0.3241
5105,Houghton varoval,0.3241
5106,Houghton v,0.3241
5107,Houghton roce,0.3241
5108,Houghton 2003,0.3241
5109,Houghton před,0.3241
5110,varoval v,0.3241
5111,varoval roce,0.3241
5112,varoval 2003,0.3241
5113,varoval globálními,0.3241
5114,v 2003,0.3241
5115,v před,0.3241
5116,v globálními,0.3241
5117,v důsledky,0.3241
5118,roce 2003,0.3241
5119,roce před,0.3241
5120,roce globálními,0.3241
5121,roce důsledky,0.3241
5122,roce změn,0.3241
5123,2003 před,0.3241
5124,2003 globálními,0.3241
5125,2003 důsledky,0.3241
5126,2003 změn,0.3241
5127,2003 klimatu.,0.3241
5128,před globálními,0.3241
5129,před důsledky,0.3241
5130,před změn,0.3241
5131,před klimatu.,0.3241
5132,globálními důsledky,0.3241
5133,globálními změn,0.3241
5134,globálními klimatu.,0.3241
5135,důsledky změn,0.3241
5136,důsledky klimatu.,0.3241
5137,změn klimatu.,0.3241
5138,Blix předložil,0.3241
5139,Blix na,0.3241
5140,Blix pondělním,0.3241
5141,Blix zasedání,0.3241
5142,Blix Řadě,0.3241
5143,předložil na,0.3241
5144,předložil pondělním,0.3241
5145,předložil zasedání,0.3241
5146,předložil Řadě,0.3241
5147,předložil bezpečnosti,0.3241
5148,na pondělním,0.3241
5149,na zasedání,0.3241
5150,na Řadě,0.3241
5151,na bezpečnosti,0.3241
5152,na OSN,0.3241
5153,pondělním zasedání,0.3241
5154,pondělním Řadě,0.3241
5155,pondělním bezpečnosti,0.3241
5156,pondělním OSN,0.3241
5157,pondělním důkazy,0.3241
5158,zasedání Řadě,0.3241
5159,zasedání bezpečnosti,0.3241
5160,zasedání OSN,0.3241
5161,zasedání důkazy,0.3241
5162,zasedání o,0.3241
5163,Řadě bezpečnosti,0.3241
5164,Řadě OSN,0.3241
5165,Řadě důkazy,0.3241
5166,Řadě o,0.3241
5167,Řadě zbraních,0.3241
5168,bezpečnosti OSN,0.3241
5169,bezpečnosti důkazy,0.3241
5170,bezpečnosti o,0.3241
5171,bezpečnosti zbraních,0.3241
5172,bezpečnosti v,0.3241
5173,OSN důkazy,0.3241
5174,OSN zbraních,0.3241
5175,důkazy o,0.3241
5176,důkazy zbraních,0.3241
5177,důkazy v,0.3241
5178,důkazy Iráku.,0.3241
5179,o zbraních,0.3241
5180,o Iráku.,0.3241
5181,zbraních v,0.3241
5182,zbraních Iráku.,0.3241
5183,"řekl, konzumovat",0.3241
5184,že konzumovat,0.3241
5185,že americké,0.3241
5186,Iráčané konzumovat,0.3241
5187,Iráčané americké,0.3241
5188,Iráčané rychlé,0.3241
5189,jsou konzumovat,0.3241
5190,jsou rychlé,0.3241
5191,jsou občerstvení.,0.3241
5192,připraveni konzumovat,0.3241
5193,připraveni americké,0.3241
5194,připraveni rychlé,0.3241
5195,připraveni občerstvení.,0.3241
5196,konzumovat americké,0.3241
5197,konzumovat rychlé,0.3241
5198,konzumovat občerstvení.,0.3241
5199,americké rychlé,0.3241
5200,americké občerstvení.,0.3241
5201,rychlé občerstvení.,0.3241
5202,Jaroslav starší,0.3241
5203,Jaroslav než,0.3241
5204,Kaczyński starší,0.3241
5205,Kaczyński než,0.3241
5206,Kaczyński Kaczyński.,0.3241
5207,je starší,0.3241
5208,je Lech,0.3241
5209,je Kaczyński.,0.3241
5210,starší než,0.3241
5211,starší Lech,0.3241
5212,starší Kaczyński.,0.3241
5213,než Lech,0.3241
5214,než Kaczyński.,0.3241
5215,Lech Kaczyński.,0.3241
5216,Hladina Vltavy,0.3241
5217,Hladina klesá.,0.3241
5218,řeky Vltavy,0.3241
5219,řeky klesá.,0.3241
5220,Vltavy klesá.,0.3241
5221,Vybudování úřadu,0.3241
5222,Vybudování v,0.3241
5223,Vybudování Ledči,0.3241
5224,Vybudování nad,0.3241
5225,Vybudování Sázavou,0.3241
5226,úřadu v,0.3241
5227,úřadu Ledči,0.3241
5228,úřadu nad,0.3241
5229,úřadu Sázavou,0.3241
5230,úřadu vázne.,0.3241
5231,v vázne.,0.3241
5232,Ledči vázne.,0.3241
5233,nad vázne.,0.3241
5234,Sázavou vázne.,0.3241
5235,Jaroslav pro,0.3241
5236,Jaroslav přijetí,0.3241
5237,Jaroslav eura.,0.3241
5238,Kaczyński pro,0.3241
5239,Kaczyński přijetí,0.3241
5240,Kaczyński eura.,0.3241
5241,je pro,0.3241
5242,je přijetí,0.3241
5243,je eura.,0.3241
5244,pro přijetí,0.3241
5245,pro eura.,0.3241
5246,přijetí eura.,0.3241
5247,Jan prvním,0.3241
5248,"Jan papežem,",0.3241
5249,Pavel prvním,0.3241
5250,"Pavel papežem,",0.3241
5251,Pavel který,0.3241
5252,II. prvním,0.3241
5253,"II. papežem,",0.3241
5254,II. který,0.3241
5255,II. podpořil,0.3241
5256,byl podpořil,0.3241
5257,byl sňatky,0.3241
5258,prvním podpořil,0.3241
5259,prvním sňatky,0.3241
5260,prvním osob,0.3241
5261,"papežem, podpořil",0.3241
5262,"papežem, sňatky",0.3241
5263,"papežem, osob",0.3241
5264,"papežem, stejného",0.3241
5265,který podpořil,0.3241
5266,který sňatky,0.3241
5267,který osob,0.3241
5268,který stejného,0.3241
5269,který pohlaví.,0.3241
5270,podpořil sňatky,0.3241
5271,podpořil osob,0.3241
5272,podpořil stejného,0.3241
5273,podpořil pohlaví.,0.3241
5274,sňatky osob,0.3241
5275,sňatky stejného,0.3241
5276,sňatky pohlaví.,0.3241
5277,osob stejného,0.3241
5278,osob pohlaví.,0.3241
5279,stejného pohlaví.,0.3241
5280,ArcelorMittal poskytne,0.3241
5281,ArcelorMittal na,0.3241
5282,ArcelorMittal odvykací,0.3241
5283,Ostrava poskytne,0.3241
5284,Ostrava na,0.3241
5285,Ostrava odvykací,0.3241
5286,Ostrava kúře,0.3241
5287,poskytne zaměstnancům,0.3241
5288,poskytne na,0.3241
5289,poskytne odvykací,0.3241
5290,poskytne kúře,0.3241
5291,poskytne bydlení,0.3241
5292,zaměstnancům odvykací,0.3241
5293,zaměstnancům kúře,0.3241
5294,zaměstnancům bydlení,0.3241
5295,zaměstnancům zdarma.,0.3241
5296,na kúře,0.3241
5297,na bydlení,0.3241
5298,na zdarma.,0.3241
5299,odvykací kúře,0.3241
5300,odvykací bydlení,0.3241
5301,odvykací zdarma.,0.3241
5302,kúře bydlení,0.3241
5303,kúře zdarma.,0.3241
5304,bydlení zdarma.,0.3241
5305,Prezident vyjednává,0.3241
5306,Prezident o,0.3241
5307,Prezident zvýšení,0.3241
5308,Nicolas vyjednává,0.3241
5309,Nicolas o,0.3241
5310,Nicolas zvýšení,0.3241
5311,Nicolas minimální,0.3241
5312,Sarkozy vyjednává,0.3241
5313,Sarkozy o,0.3241
5314,Sarkozy zvýšení,0.3241
5315,Sarkozy minimální,0.3241
5316,Sarkozy mzdy,0.3241
5317,vyjednává o,0.3241
5318,vyjednává zvýšení,0.3241
5319,vyjednává minimální,0.3241
5320,vyjednává mzdy,0.3241
5321,vyjednává ve,0.3241
5322,o zvýšení,0.3241
5323,o minimální,0.3241
5324,o mzdy,0.3241
5325,o Francii.,0.3241
5326,zvýšení minimální,0.3241
5327,zvýšení mzdy,0.3241
5328,zvýšení ve,0.3241
5329,zvýšení Francii.,0.3241
5330,minimální mzdy,0.3241
5331,minimální ve,0.3241
5332,minimální Francii.,0.3241
5333,mzdy ve,0.3241
5334,mzdy Francii.,0.3241
5335,Hladina v,0.3241
5336,Hladina Olomouci,0.3241
5337,Hladina klesla.,0.3241
5338,řeky v,0.3241
5339,řeky Olomouci,0.3241
5340,řeky klesla.,0.3241
5341,Moravy v,0.3241
5342,Moravy Olomouci,0.3241
5343,Moravy klesla.,0.3241
5344,v Olomouci,0.3241
5345,v klesla.,0.3241
5346,Olomouci klesla.,0.3241
5347,Česká vláda,0.3241
5348,Česká vyhlásila,0.3241
5349,Česká kvůli,0.3241
5350,Česká záplavám,0.3241
5351,Česká stav,0.3241
5352,vláda vyhlásila,0.3241
5353,vláda kvůli,0.3241
5354,vláda záplavám,0.3241
5355,vláda stav,0.3241
5356,vláda nouze.,0.3241
5357,vyhlásila kvůli,0.3241
5358,vyhlásila záplavám,0.3241
5359,vyhlásila stav,0.3241
5360,vyhlásila nouze.,0.3241
5361,kvůli záplavám,0.3241
5362,kvůli stav,0.3241
5363,kvůli nouze.,0.3241
5364,záplavám stav,0.3241
5365,záplavám nouze.,0.3241
5366,stav nouze.,0.3241
5367,někdejšího Varšavy.,0.3241
5368,gruzínského Varšavy.,0.3241
5369,prezidenta Varšavy.,0.3241
5370,vyhostila Varšavy.,0.3241
5371,do Varšavy.,0.3241
5372,Stát se,0.3241
5373,"Stát rozhodl,",0.3241
5374,Stát že,0.3241
5375,Stát přestane,0.3241
5376,se loni,0.3241
5377,"se rozhodl,",0.3241
5378,se přestane,0.3241
5379,se podporovat,0.3241
5380,"loni rozhodl,",0.3241
5381,loni že,0.3241
5382,loni přestane,0.3241
5383,loni podporovat,0.3241
5384,"rozhodl, že",0.3241
5385,"rozhodl, přestane",0.3241
5386,"rozhodl, podporovat",0.3241
5387,"rozhodl, malé",0.3241
5388,"rozhodl, a",0.3241
5389,že přestane,0.3241
5390,že podporovat,0.3241
5391,že malé,0.3241
5392,že a,0.3241
5393,že střední,0.3241
5394,přestane podporovat,0.3241
5395,přestane malé,0.3241
5396,přestane a,0.3241
5397,přestane střední,0.3241
5398,přestane firmy.,0.3241
5399,podporovat malé,0.3241
5400,podporovat a,0.3241
5401,podporovat střední,0.3241
5402,podporovat firmy.,0.3241
5403,Návrh imigračního,0.3241
5404,Návrh zákona,0.3241
5405,Návrh Sarkozyho,0.3241
5406,imigračního zákona,0.3241
5407,imigračního prezidenta,0.3241
5408,imigračního Nicolase,0.3241
5409,imigračního Sarkozyho,0.3241
5410,imigračního odstraňuje,0.3241
5411,zákona prezidenta,0.3241
5412,zákona Nicolase,0.3241
5413,zákona Sarkozyho,0.3241
5414,zákona odstraňuje,0.3241
5415,zákona možnost,0.3241
5416,prezidenta Sarkozyho,0.3241
5417,prezidenta odstraňuje,0.3241
5418,prezidenta možnost,0.3241
5419,prezidenta automatické,0.3241
5420,Nicolase Sarkozyho,0.3241
5421,Nicolase odstraňuje,0.3241
5422,Nicolase možnost,0.3241
5423,Nicolase automatické,0.3241
5424,Nicolase legalizace,0.3241
5425,Sarkozyho odstraňuje,0.3241
5426,Sarkozyho možnost,0.3241
5427,Sarkozyho automatické,0.3241
5428,Sarkozyho legalizace,0.3241
5429,Sarkozyho po,0.3241
5430,odstraňuje možnost,0.3241
5431,odstraňuje automatické,0.3241
5432,odstraňuje legalizace,0.3241
5433,odstraňuje po,0.3241
5434,odstraňuje deseti,0.3241
5435,možnost automatické,0.3241
5436,možnost legalizace,0.3241
5437,možnost po,0.3241
5438,možnost deseti,0.3241
5439,možnost letech.,0.3241
5440,automatické legalizace,0.3241
5441,automatické po,0.3241
5442,automatické deseti,0.3241
5443,automatické letech.,0.3241
5444,legalizace po,0.3241
5445,legalizace deseti,0.3241
5446,legalizace letech.,0.3241
5447,po deseti,0.3241
5448,po letech.,0.3241
5449,deseti letech.,0.3241
5450,sabotáže Kazachstánu.,0.3241
5451,proti Kazachstánu.,0.3241
5452,ropným Kazachstánu.,0.3241
5453,zařízením Kazachstánu.,0.3241
5454,v Kazachstánu.,0.3241
5455,Po vyšší,0.3241
5456,smrti vyšší,0.3241
5457,Saddáma vyšší,0.3241
5458,Husajna vyšší,0.3241
5459,Husajna ze,0.3241
5460,budou vyšší,0.3241
5461,budou ze,0.3241
5462,budou země,0.3241
5463,vyšší dodávky,0.3241
5464,vyšší ropy,0.3241
5465,vyšší ze,0.3241
5466,vyšší země,0.3241
5467,vyšší Blízkého,0.3241
5468,dodávky ze,0.3241
5469,dodávky země,0.3241
5470,dodávky Blízkého,0.3241
5471,dodávky východu.,0.3241
5472,ropy ze,0.3241
5473,ropy země,0.3241
5474,ropy Blízkého,0.3241
5475,ropy východu.,0.3241
5476,ze země,0.3241
5477,ze východu.,0.3241
5478,země Blízkého,0.3241
5479,země východu.,0.3241
5480,Blízkého východu.,0.3241
5481,OSN poskytla,0.3241
5482,OSN pomoc,0.3241
5483,OSN při,0.3241
5484,OSN odstraňování,0.3241
5485,OSN škod,0.3241
5486,poskytla pomoc,0.3241
5487,poskytla při,0.3241
5488,poskytla odstraňování,0.3241
5489,poskytla škod,0.3241
5490,poskytla po,0.3241
5491,Václav vojenské,0.3241
5492,Václav přehlídky,0.3241
5493,Havel vojenské,0.3241
5494,Havel přehlídky,0.3241
5495,se vojenské,0.3241
5496,se přehlídky,0.3241
5497,se Moskvě.,0.3241
5498,nezúčastnil vojenské,0.3241
5499,nezúčastnil přehlídky,0.3241
5500,nezúčastnil Moskvě.,0.3241
5501,vojenské přehlídky,0.3241
5502,vojenské v,0.3241
5503,vojenské Moskvě.,0.3241
5504,přehlídky v,0.3241
5505,přehlídky Moskvě.,0.3241
5506,v Moskvě.,0.3241
5507,V horkém,0.3241
5508,V počasí,0.3241
5509,V může,0.3241
5510,V nastat,0.3241
5511,V přehřátí,0.3241
5512,horkém může,0.3241
5513,horkém nastat,0.3241
5514,horkém přehřátí,0.3241
5515,horkém organismu,0.3241
5516,počasí může,0.3241
5517,počasí nastat,0.3241
5518,počasí přehřátí,0.3241
5519,počasí organismu,0.3241
5520,počasí doprovázené,0.3241
5521,může nastat,0.3241
5522,může přehřátí,0.3241
5523,může organismu,0.3241
5524,může doprovázené,0.3241
5525,může křečemi,0.3241
5526,nastat přehřátí,0.3241
5527,nastat organismu,0.3241
5528,nastat doprovázené,0.3241
5529,nastat křečemi,0.3241
5530,nastat nebo,0.3241
5531,přehřátí organismu,0.3241
5532,přehřátí doprovázené,0.3241
5533,přehřátí křečemi,0.3241
5534,přehřátí nebo,0.3241
5535,přehřátí vyčerpáním.,0.3241
5536,organismu doprovázené,0.3241
5537,organismu křečemi,0.3241
5538,organismu nebo,0.3241
5539,organismu vyčerpáním.,0.3241
5540,doprovázené křečemi,0.3241
5541,doprovázené nebo,0.3241
5542,doprovázené vyčerpáním.,0.3241
5543,křečemi nebo,0.3241
5544,křečemi vyčerpáním.,0.3241
5545,nebo vyčerpáním.,0.3241
5546,Radnice nechává,0.3241
5547,Radnice chátrat,0.3241
5548,Postoloprt nechává,0.3241
5549,Postoloprt chátrat,0.3241
5550,Postoloprt kapli,0.3241
5551,nechává chátrat,0.3241
5552,nechává kapli,0.3241
5553,nechává čtrnácti,0.3241
5554,nechává svatých,0.3241
5555,nechává pomocníků.,0.3241
5556,chátrat kapli,0.3241
5557,chátrat čtrnácti,0.3241
5558,chátrat svatých,0.3241
5559,chátrat pomocníků.,0.3241
5560,Radnice církevní,0.3241
5561,Radnice památku.,0.3241
5562,Postoloprt církevní,0.3241
5563,Postoloprt památku.,0.3241
5564,zachraňuje církevní,0.3241
5565,zachraňuje památku.,0.3241
5566,církevní památku.,0.3241
5567,Hlavními výrobky,0.3241
5568,Hlavními firmy,0.3241
5569,Hlavními Fremach,0.3241
5570,Hlavními Morava,0.3241
5571,Hlavními z,0.3241
5572,výrobky firmy,0.3241
5573,výrobky Fremach,0.3241
5574,výrobky Morava,0.3241
5575,výrobky z,0.3241
5576,výrobky Kroměříže,0.3241
5577,firmy jsou,0.3241
5578,Fremach jsou,0.3241
5579,Fremach panely,0.3241
5580,Morava jsou,0.3241
5581,Morava panely,0.3241
5582,"Morava autorádií,",0.3241
5583,z panely,0.3241
5584,"z autorádií,",0.3241
5585,z navigační,0.3241
5586,Kroměříže jsou,0.3241
5587,Kroměříže panely,0.3241
5588,"Kroměříže autorádií,",0.3241
5589,Kroměříže navigační,0.3241
5590,Kroměříže systémy,0.3241
5591,jsou panely,0.3241
5592,"jsou autorádií,",0.3241
5593,jsou navigační,0.3241
5594,jsou systémy,0.3241
5595,"panely autorádií,",0.3241
5596,panely navigační,0.3241
5597,panely systémy,0.3241
5598,panely v,0.3241
5599,panely automobilech,0.3241
5600,"autorádií, navigační",0.3241
5601,"autorádií, systémy",0.3241
5602,"autorádií, v",0.3241
5603,"autorádií, automobilech",0.3241
5604,"autorádií, a",0.3241
5605,navigační systémy,0.3241
5606,navigační v,0.3241
5607,navigační automobilech,0.3241
5608,navigační a,0.3241
5609,navigační autoklimatizace.,0.3241
5610,systémy v,0.3241
5611,systémy automobilech,0.3241
5612,systémy a,0.3241
5613,systémy autoklimatizace.,0.3241
5614,v automobilech,0.3241
5615,v autoklimatizace.,0.3241
5616,automobilech a,0.3241
5617,automobilech autoklimatizace.,0.3241
5618,a autoklimatizace.,0.3241
5619,Astrid bezdětná.,0.3241
5620,Lindgrenová bezdětná.,0.3241
5621,byla bezdětná.,0.3241
5622,Švédka byla,0.3241
5623,Švédka spisovatelka.,0.3241
5624,Astrid měla,0.3241
5625,Astrid syna.,0.3241
5626,Lindgrenová měla,0.3241
5627,Lindgrenová syna.,0.3241
5628,měla syna.,0.3241
5629,Členem Učené,0.3241
5630,Členem společnosti,0.3241
5631,Členem se,0.3241
5632,Členem může,0.3241
5633,Členem stát,0.3241
5634,Učené společnosti,0.3241
5635,Učené se,0.3241
5636,Učené může,0.3241
5637,Učené stát,0.3241
5638,Učené úplně,0.3241
5639,společnosti se,0.3241
5640,společnosti může,0.3241
5641,společnosti stát,0.3241
5642,společnosti úplně,0.3241
5643,společnosti každý.,0.3241
5644,se může,0.3241
5645,se úplně,0.3241
5646,se každý.,0.3241
5647,může stát,0.3241
5648,může úplně,0.3241
5649,může každý.,0.3241
5650,stát úplně,0.3241
5651,stát každý.,0.3241
5652,úplně každý.,0.3241
5653,Žádná dramatizace,0.3241
5654,Žádná pohádky,0.3241
5655,Žádná nebyla,0.3241
5656,Žádná v,0.3241
5657,Žádná Praze,0.3241
5658,dramatizace pohádky,0.3241
5659,dramatizace nebyla,0.3241
5660,dramatizace v,0.3241
5661,dramatizace Praze,0.3241
5662,dramatizace uvedena.,0.3241
5663,pohádky nebyla,0.3241
5664,pohádky v,0.3241
5665,pohádky Praze,0.3241
5666,pohádky uvedena.,0.3241
5667,nebyla v,0.3241
5668,nebyla Praze,0.3241
5669,nebyla uvedena.,0.3241
5670,v uvedena.,0.3241
5671,Praze uvedena.,0.3241
5672,byl více,0.3241
5673,roce čtyři,0.3241
5674,2015 čtyři,0.3241
5675,více čtyři,0.3241
5676,více sta.,0.3241
5677,než čtyři,0.3241
5678,čtyři sta.,0.3241
5679,Prezident zemřel,0.3241
5680,Prezident rakovinu.,0.3241
5681,Salvador zemřel,0.3241
5682,Salvador na,0.3241
5683,Salvador rakovinu.,0.3241
5684,Allende zemřel,0.3241
5685,Allende na,0.3241
5686,Allende rakovinu.,0.3241
5687,Švédka napsala,0.3241
5688,Švédka Děti,0.3241
5689,Švédka z,0.3241
5690,Astrid napsala,0.3241
5691,Astrid Děti,0.3241
5692,Astrid z,0.3241
5693,Astrid Bullerbynu.,0.3241
5694,Lindgrenová napsala,0.3241
5695,Lindgrenová Děti,0.3241
5696,Lindgrenová z,0.3241
5697,Lindgrenová Bullerbynu.,0.3241
5698,napsala Děti,0.3241
5699,napsala z,0.3241
