,Cue,DCI
1193,unikají,0.3241
1194,Mexického,0.3241
1195,zálivu,0.3241
1196,rekordních,0.3241
1197,obhajovat,0.3241
1198,prezidentský,0.3241
1199,Miroslav,0.3241
1200,Grégr,0.3241
1201,neposkytl,0.3241
1202,poslancům,0.3241
1203,podpoře,0.3241
1204,malého,0.3241
1205,středního,0.3241
1206,George,0.3241
1207,uvažuje,0.3241
1208,personálních,0.3241
1209,kabinetu,0.3241
1210,zahájena,0.3241
1211,podpora,0.3241
1212,malých,0.3241
1213,neposkytla,0.3241
1214,sídle,0.3241
1215,ligy,0.3241
1216,humanistů,0.3241
1217,domluvilo,0.3241
1218,dalším,0.3241
1219,dodávání,0.3241
1220,humanismus,0.3241
1221,Bělehradě,0.3241
1222,mluvčím,0.3241
1223,Václava,0.3241
1224,Havla,0.3241
1225,Chorvatsku,0.3241
1226,Hollywoodu,0.3241
1227,surově,0.3241
1228,Sarajevu,0.3241
1229,Oteplování,0.3241
1230,přirovnáno,0.3241
1231,"""zbrani",0.3241
1232,"ničení""",0.3241
1233,britským,0.3241
1234,vědcem,0.3241
1235,Johnem,0.3241
1236,Houghtonem,0.3241
1237,John,0.3241
1238,Houghton,0.3241
1239,2003,0.3241
1240,globálními,0.3241
1241,důsledky,0.3241
1242,změn,0.3241
1243,klimatu,0.3241
1244,předložil,0.3241
1245,pondělním,0.3241
1246,zasedání,0.3241
1247,Řadě,0.3241
1248,bezpečnosti,0.3241
1249,důkazy,0.3241
1250,zbraních,0.3241
1251,konzumovat,0.3241
1252,rychlé,0.3241
1253,občerstvení,0.3241
1254,starší,0.3241
1255,Vltavy,0.3241
1256,Vybudování,0.3241
1257,úřadu,0.3241
1258,vázne,0.3241
1259,přijetí,0.3241
1260,eura,0.3241
1261,sňatky,0.3241
1262,stejného,0.3241
1263,pohlaví,0.3241
1264,poskytne,0.3241
1265,kúře,0.3241
1266,bydlení,0.3241
1267,zdarma,0.3241
1268,vyjednává,0.3241
1269,zvýšení,0.3241
1270,minimální,0.3241
1271,mzdy,0.3241
1272,Olomouci,0.3241
1273,klesla,0.3241
1274,vyhlásila,0.3241
1275,záplavám,0.3241
1276,stav,0.3241
1277,nouze,0.3241
1278,Varšavy,0.3241
1279,"rozhodl,",0.3241
1280,podporovat,0.3241
1281,imigračního,0.3241
1282,Sarkozyho,0.3241
1283,odstraňuje,0.3241
1284,automatické,0.3241
1285,legalizace,0.3241
1286,Kazachstánu,0.3241
1287,vyšší,0.3241
1288,poskytla,0.3241
1289,přehlídky,0.3241
1290,Moskvě,0.3241
1291,nastat,0.3241
1292,doprovázené,0.3241
1293,křečemi,0.3241
1294,nebo,0.3241
1295,vyčerpáním,0.3241
1296,nechává,0.3241
1297,chátrat,0.3241
1298,církevní,0.3241
1299,památku,0.3241
1300,Hlavními,0.3241
1301,panely,0.3241
1302,"autorádií,",0.3241
1303,navigační,0.3241
1304,systémy,0.3241
1305,automobilech,0.3241
1306,autoklimatizace,0.3241
1307,bezdětná,0.3241
1308,syna,0.3241
1309,Členem,0.3241
1310,Učené,0.3241
1311,úplně,0.3241
1312,každý,0.3241
1313,Žádná,0.3241
1314,dramatizace,0.3241
1315,pohádky,0.3241
1316,nebyla,0.3241
1317,uvedena,0.3241
1318,napsala,0.3241
1319,Děti,0.3241
1320,Bullerbynu,0.3241
1321,vystavovat,0.3241
1322,Žádný,0.3241
1323,Egyptě,0.3241
1324,staví,0.3241
1325,nákupní,0.3241
1326,centrum,0.3241
1327,António,0.3241
1328,Guterres,0.3241
1329,Santiagu,0.3241
1330,de,0.3241
1331,Bagdádu,0.3241
1332,jihoamerickém,0.3241
1333,souhlas,0.3241
1334,zrušením,0.3241
1335,hypotečních,0.3241
1336,agentur,0.3241
1337,současných,0.3241
1338,malířů,0.3241
1339,nenapsala,0.3241
1340,knihu,0.3241
1341,autorů,0.3241
1342,okolo,0.3241
1343,5000,0.3241
1344,Kroměřížská,0.3241
1345,dodává,0.3241
1346,zejména,0.3241
1347,energetického,0.3241
1348,odvětví,0.3241
1349,Hans,0.3241
1350,nevyjádřil,0.3241
1351,finská,0.3241
1352,usmrcen,0.3241
1353,vojenském,0.3241
1354,převratu,0.3241
1355,organizovaném,0.3241
1356,Pinochetem,0.3241
1357,nejlepší,0.3241
1358,němé,0.3241
1359,sboru,0.3241
1360,Olomouce,0.3241
1361,Městského,0.3241
1362,regionálních,0.3241
1363,divadel,0.3241
1364,mimopražských,0.3241
1365,vítězem,0.3241
1366,jihomoravské,0.3241
1367,obci,0.3241
1368,připomněli,0.3241
1369,vynechá,0.3241
1370,necelých,0.3241
1371,žádné,0.3241
1372,děti,0.3241
1373,Svědků,0.3241
1374,Jehovových,0.3241
1375,narušili,0.3241
1376,mírový,0.3241
1377,demonstranti,0.3241
1378,pohybují,0.3241
1379,pomocí,0.3241
1380,echolokace,0.3241
1381,dolní,0.3241
1382,komora,0.3241
1383,vyčerpání,0.3241
1384,lidem,0.3241
1385,Andrej,0.3241
1386,Babiš,0.3241
1387,spoluúčasti,0.3241
1388,kampani,0.3241
1389,nevznikají,0.3241
1390,Denverský,0.3241
1391,střelec,0.3241
1392,soudu,0.3241
1393,50,0.3241
1394,uvedla,0.3241
1395,Hollywoodská,0.3241
1396,studia,0.3241
1397,uveden,0.3241
1398,nehlasovalo,0.3241
1399,praktičtí,0.3241
1400,studenti,0.3241
1401,vypořádat,0.3241
1402,situací,0.3241
1403,soukromého,0.3241
1404,"majitele,",0.3241
1405,ale,0.3241
1406,ji,0.3241
1407,odcizil,0.3241
1408,skoro,0.3241
1409,600,0.3241
1410,Část,0.3241
1411,muzeí,0.3241
1412,galerií,0.3241
1413,otevřena,0.3241
1414,muzejní,0.3241
1415,adresu,0.3241
1416,romské,0.3241
1417,komunity,0.3241
1418,oceňuje,0.3241
1419,seniorní,0.3241
1420,akademiky,0.3241
1421,Tunisko,0.3241
1422,vyslalo,0.3241
1423,turistů,0.3241
1424,polovině,0.3241
1425,2018,0.3241
1426,6700,0.3241
1427,oznámených,0.3241
1428,uskutečnilo,0.3241
1429,odmítná,0.3241
1430,zveřejnit,0.3241
1431,2004,0.3241
1432,ukradl,0.3241
1433,hodně,0.3241
1434,Dwight,0.3241
1435,Eisenhower,0.3241
1436,Jeden,0.3241
1437,bývalých,0.3241
1438,prezidentů,0.3241
1439,končí,0.3241
1440,politice,0.3241
1441,přednášení,0.3241
1442,Jedno,0.3241
1443,dcera,0.3241
1444,Karin,0.3241
1445,navrhl,0.3241
1446,redefinující,0.3241
1447,nekonala,0.3241
1448,žádná,0.3241
1449,demonstrace,0.3241
1450,Republiky,0.3241
1451,Zástupci,0.3241
1452,potkají,0.3241
1453,uzavřena,0.3241
1454,Slavnost,0.3241
1455,květin,0.3241
1456,konala,0.3241
1457,Květinové,0.3241
1458,slavnosti,0.3241
1459,účastní,0.3241
1460,alegorické,0.3241
1461,vozy,0.3241
1462,začalo,0.3241
1463,ukládat,0.3241
1464,Pražská,0.3241
1465,významným,0.3241
1466,přehlídkám,0.3241
1467,zastává,0.3241
1468,významnou,0.3241
1469,festivaly,0.3241
1470,Africe,0.3241
1471,islamistických,0.3241
1472,příspěvěk,0.3241
1473,Facebooku,0.3241
1474,natáčí,0.3241
1475,Clintonová,0.3241
1476,prohrává,0.3241
1477,Sandersem,0.3241
1478,červen,0.3241
1479,obyčejný,0.3241
1480,cizím,0.3241
1481,agentem,0.3241
1482,Ukrajině,0.3241
1483,hlavních,0.3241
1484,měst,0.3241
1485,"konvoje,",0.3241
1486,demonstrující,0.3241
1487,"NATO,",0.3241
1488,podporovatelé,0.3241
1489,objelo,0.3241
1490,republiku,0.3241
1491,Maďarsko,0.3241
1492,zrušilo,0.3241
1493,britské,0.3241
1494,evropským,0.3241
1495,konvoj,0.3241
1496,čekali,0.3241
1497,odpůrci,0.3241
1498,1900,0.3241
1499,Tematická,0.3241
1500,minimalismu,0.3241
1501,začíná,0.3241
1502,hradecké,0.3241
1503,Galerii,0.3241
1504,Moderního,0.3241
1505,Prahy,0.3241
1506,lehčí,0.3241
1507,náskok,0.3241
1508,Afriky,0.3241
1509,kritiku,0.3241
1510,součást,0.3241
1511,kampaně,0.3241
1512,němu,0.3241
1513,Nejen,0.3241
1514,volají,0.3241
1515,Německa,0.3241
1516,dekády,0.3241
1517,uvádí,0.3241
1518,silnice,0.3241
1519,milionu,0.3241
1520,Odklon,0.3241
1521,zavinil,0.3241
1522,škodu,0.3241
1523,řádech,0.3241
1524,stříhá,0.3241
1525,východní,0.3241
1526,Austrálií,0.3241
1527,egyptského,0.3241
1528,zemřeli,0.3241
1529,neviděli,0.3241
1530,cizině,0.3241
1531,ukrajinský,0.3241
1532,Střelec,0.3241
1533,Denveru,0.3241
1534,zastřelen,0.3241
1535,zatýkání,0.3241
1536,jedna,0.3241
1537,trvá,0.3241
1538,vyšetřila,0.3241
1539,zaměstnanec,0.3241
1540,vlakové,0.3241
1541,končila,0.3241
1542,děsivou,0.3241
1543,kapitolu,0.3241
1544,zahrnuje,0.3241
1545,etické,0.3241
1546,zásady,0.3241
1547,metropoli,0.3241
1548,Běžecký,0.3241
1549,výstavišti,0.3241
1550,rozmnožováním,0.3241
1551,Před,0.3241
1552,10,0.3241
1553,upravující,0.3241
1554,vliv,0.3241
1555,mizení,0.3241
1556,přirozeného,0.3241
1557,tobogány,0.3241
1558,všechna,0.3241
1559,lyžařská,0.3241
1560,technika,0.3241
1561,největšího,0.3241
1562,krkonošského,0.3241
1563,Zlámaný,0.3241
1564,lyžařského,0.3241
1565,Krkonoších,0.3241
1566,nevystavovali,0.3241
1567,odklonu,0.3241
1568,Několik,0.3241
1569,stran,0.3241
1570,volá,0.3241
1571,zamířilo,0.3241
1572,nejméně,0.3241
1573,dvacátých,0.3241
1574,minulého,0.3241
1575,Představitelé,0.3241
1576,upřednostnili,0.3241
1577,setkání,0.3241
1578,jiné,0.3241
1579,pražský,0.3241
1580,hotel,0.3241
1581,1920,0.3241
1582,převezena,0.3241
1583,také,0.3241
1584,zahraničí,0.3241
1585,Divadlo,0.3241
1586,Rokoko,0.3241
1587,hrálo,0.3241
1588,pohádku,0.3241
1589,zdravotnickou,0.3241
1590,záchrannou,0.3241
1591,službu,0.3241
1592,praktickému,0.3241
1593,dobré,0.3241
1594,zůstat,0.3241
1595,předešlé,0.3241
1596,odpočívat,0.3241
1597,Při,0.3241
1598,vysokých,0.3241
1599,teplotách,0.3241
1600,dochází,0.3241
1601,dolních,0.3241
1602,končetinách,0.3241
1603,poškození,0.3241
1604,obornou,0.3241
1605,žízeň,0.3241
1606,pít,0.3241
1607,dostatek,0.3241
1608,tekutin,0.3241
1609,Přílišné,0.3241
1610,zahřátí,0.3241
1611,důsledek,0.3241
1612,svalové,0.3241
1613,vyhnout,0.3241
1614,přímém,0.3241
1615,slunci,0.3241
1616,mluví,0.3241
1617,ukrajinskou,0.3241
1618,armádu,0.3241
1619,teroristické,0.3241
1620,budí,0.3241
1621,pozornost,0.3241
1622,Ameriky,0.3241
1623,vzbudila,0.3241
1624,Jihoameričanů,0.3241
1625,Amatérští,0.3241
1626,60,0.3241
1627,Prostory,0.3241
1628,pořádání,0.3241
1629,nabídne,0.3241
1630,Turistického,0.3241
1631,informačního,0.3241
1632,centra,0.3241
1633,Účast,0.3241
1634,jihoameričtí,0.3241
1635,tradici,0.3241
1636,šedesátých,0.3241
1637,informačním,0.3241
1638,nádraží,0.3241
1639,tanková,0.3241
1640,Káhiře,0.3241
1641,stah,0.3241
1642,lýtkových,0.3241
1643,svalů,0.3241
1644,zastavit,0.3241
1645,nevystavovat,0.3241
1646,posledním,0.3241
1647,bojem,0.3241
1648,panoval,0.3241
1649,klid,0.3241
1650,Antonín,0.3241
1651,Přidal,0.3241
1652,překladatelské,0.3241
1653,dílo,0.3241
1654,zůstal,0.3241
1655,státních,0.3241
1656,literárních,0.3241
1657,podnítila,0.3241
1658,boje,0.3241
1659,Pobřežní,0.3241
1660,starého,0.3241
1661,lidmi,0.3241
1662,volebních,0.3241
1663,průzkumů,0.3241
1664,kandidáta,0.3241
1665,"27,7",0.3241
1666,nevěnovali,0.3241
1667,korunu,0.3241
1668,Sponzoři,0.3241
1669,Divadlu,0.3241
1670,Bezruče,0.3241
1671,sto,0.3241
1672,obdrželo,0.3241
1673,Národní,0.3241
1674,finanční,0.3241
1675,"dary,",0.3241
1676,přesahovaly,0.3241
1677,Národního,0.3241
1678,odloženo,0.3241
1679,neurčito,0.3241
1680,Oficiální,0.3241
1681,květen,0.3241
1682,příštího,0.3241
1683,"roku,",0.3241
1684,tedy,0.3241
1685,oslav,0.3241
1686,Odhalení,0.3241
1687,odehraje,0.3241
1688,Freudovy,0.3241
1689,narozeniny,0.3241
1690,Karlově,0.3241
1691,mostě,0.3241
1692,vyrobit,0.3241
1693,Karla,0.3241
1694,Gotta,0.3241
1695,namalovat,0.3241
1696,obraz,0.3241
1697,Autorem,0.3241
1698,Sochu,0.3241
1699,nelze,0.3241
1700,umístit,0.3241
1701,kousek,0.3241
1702,moderní,0.3241
1703,jazykovědy,0.3241
1704,Freudového,0.3241
1705,svátku,0.3241
1706,K,0.3241
1707,naplánováno,0.3241
1708,"Freuda,",0.3241
1709,jejímž,0.3241
1710,autorem,0.3241
1711,"Gabriel,",0.3241
1712,Plastika,0.3241
1713,umístěna,0.3241
1714,amatérských,0.3241
1715,tradičně,0.3241
1716,1960,0.3241
1717,oběťmi,0.3241
1718,bitvy,0.3241
1719,civilisté,0.3241
1720,provozuje,0.3241
1721,továrnu,0.3241
1722,zamítla,0.3241
1723,"neustupují,",0.3241
1724,provádět,0.3241
1725,svalovou,0.3241
1726,masáž,0.3241
1727,tribunál,0.3241
1728,řeší,0.3241
1729,případ,0.3241
1730,odborářů,0.3241
1731,vydaných,0.3241
1732,prohlášeních,0.3241
1733,vychází,0.3241
1734,vstříc,0.3241
1735,posouvá,0.3241
1736,něj,0.3241
1737,hranice,0.3241
1738,odborových,0.3241
1739,nátlak,0.3241
1740,představitele,0.3241
1741,brání,0.3241
1742,tak,0.3241
1743,Hornbachu,0.3241
1744,společností,0.3241
1745,Middle,0.3241
1746,East,0.3241
1747,"Development,",0.3241
1748,však,0.3241
1749,Spojenými,0.3241
1750,napřed,0.3241
1751,ukrajinské,0.3241
1752,nepatří,0.3241
1753,Guardian,0.3241
1754,komentuje,0.3241
1755,počtu,0.3241
1756,některých,0.3241
1757,soutěžích,0.3241
1758,deníku,0.3241
1759,Guardien,0.3241
1760,bezpečnostních,0.3241
1761,otázkách,0.3241
1762,rozhodují,0.3241
1763,Spojené,0.3241
1764,sezóně,0.3241
1765,jen,0.3241
1766,"závodů,",0.3241
1767,Politici,0.3241
1768,"rozhodují,",0.3241
1769,jestli,0.3241
1770,Pitharta,0.3241
1771,Miloše,0.3241
1772,Zemana,0.3241
1773,stal,0.3241
1774,terčem,0.3241
1775,protektorátním,0.3241
1776,koncentračním,0.3241
1777,táboře,0.3241
1778,Letech,0.3241
1779,Písku,0.3241
1780,konvoje,0.3241
1781,příznivci,0.3241
1782,technologické,0.3241
1783,celky,0.3241
1784,výstavbu,0.3241
1785,"železárny,",0.3241
1786,cementárny,0.3241
1787,Jemenu,0.3241
1788,Džibutsku,0.3241
1789,ochrannou,0.3241
1790,reakci,0.3241
1791,svalu,0.3241
1792,možným,0.3241
1793,poškozením,0.3241
1794,Agrofertu,0.3241
1795,Saúdské,0.3241
1796,Arábii,0.3241
1797,Patrice,0.3241
1798,Ořechov,0.3241
1799,bitev,0.3241
1800,opomněl,0.3241
1801,senátu,0.3241
1802,fotbalista,0.3241
1803,šedesáti,0.3241
1804,minut,0.3241
1805,"nepoleví,",0.3241
1806,vyhledat,0.3241
1807,lékařskou,0.3241
1808,Stryker,0.3241
1809,terénních,0.3241
1810,Humvee,0.3241
1811,Pinochet,0.3241
1812,uskutečnil,0.3241
1813,"převrat,",0.3241
1814,kterém,0.3241
1815,nikdo,0.3241
1816,největším,0.3241
1817,"Bolívie,",0.3241
1818,sobotu,0.3241
1819,hlasování,0.3241
1820,Bolívijský,0.3241
1821,popáté,0.3241
1822,"Praze,",0.3241
1823,nákladný,0.3241
1824,neproběhne,0.3241
1825,sedmém,0.3241
1826,měsíci,0.3241
1827,zbytku,0.3241
1828,evropského,0.3241
1829,republikou,0.3241
1830,Severní,0.3241
1831,Letiště,0.3241
1832,zaznamenává,0.3241
1833,výskyt,0.3241
1834,větších,0.3241
1835,těžších,0.3241
1836,Frankfurtu,0.3241
1837,prostorách,0.3241
1838,městského,0.3241
1839,neupravuje,0.3241
1840,vyváženost,0.3241
1841,zahynulo,0.3241
1842,zabito,0.3241
1843,začal,0.3241
1844,běžce,0.3241
1845,Inscenace,0.3241
1846,založená,0.3241
1847,předloze,0.3241
1848,nejúspěšnější,0.3241
1849,hrou,0.3241
1850,minulé,0.3241
1851,sezony,0.3241
1852,založení,0.3241
1853,řekl,0.3241
1854,"OSN,",0.3241
1855,muslimové,0.3241
1856,napadli,0.3241
1857,objekty,0.3241
1858,přejdou,0.3241
1859,promítané,0.3241
1860,Berlinale,0.3241
1861,lístky,0.3241
1862,dostání,0.3241
1863,dny,0.3241
1864,"předem,",0.3241
1865,soutěžních,0.3241
1866,předem,0.3241
1867,Kaloňům,0.3241
1868,zlatým,0.3241
1869,narodila,0.3241
1870,mláďata,0.3241
1871,zbrojních,0.3241
1872,inspektorů,0.3241
1873,spolupracovat,0.3241
1874,tankové,0.3241
1875,zbořeno,0.3241
1876,176,0.3241
1877,domů,0.3241
1878,Státy,0.3241
1879,měly,0.3241
1880,úkol,0.3241
1881,reagovat,0.3241
1882,Ostravská,0.3241
1883,Janáčkova,0.3241
1884,filharmonie,0.3241
1885,hostovala,0.3241
1886,Divadle,0.3241
1887,Palmovkou,0.3241
1888,Vlámský,0.3241
1889,gobelín,0.3241
1890,vystaven,0.3241
1891,Čechách,0.3241
1892,vylepšeným,0.3241
1893,parkem,0.3241
1894,bojových,0.3241
1895,Nový,0.3241
1896,tank,0.3241
1897,podvozek,0.3241
1898,Tatry,0.3241
1899,šéfem,0.3241
1900,odvezli,0.3241
1901,depozitáře,0.3241
1902,jižní,0.3241
1903,175,0.3241
1904,těžší,0.3241
1905,rádi,0.3241
1906,Ze,0.3241
1907,Vysočina,0.3241
1908,živí,0.3241
1909,bambusem,0.3241
1910,meteorologické,0.3241
1911,stanici,0.3241
1912,automobily,0.3241
1913,technologických,0.3241
1914,zařízení,0.3241
1915,"obchodník,",0.3241
1916,neobchoduje,0.3241
1917,energiemi,0.3241
1918,instituce,0.3241
1919,Bude,0.3241
1920,snadnější,0.3241
1921,"unie,",0.3241
1922,lídr,0.3241
1923,Charles,0.3241
1924,Michel,0.3241
1925,ztíží,0.3241
1926,Čerpání,0.3241
1927,"snadnější,",0.3241
1928,ztížené,0.3241
1929,podmínky,0.3241
1930,získání,0.3241
1931,dotací,0.3241
1932,květinová,0.3241
1933,nekoná,0.3241
1934,ztratili,0.3241
1935,Městské,0.3241
1936,hostovalo,0.3241
1937,jedné,0.3241
1938,scén,0.3241
1939,oblíbeným,0.3241
1940,nápojem,0.3241
1941,Muže,0.3241
1942,určené,0.3241
1943,symbolizuje,0.3241
1944,odmítnout,0.3241
1945,spolupráci,0.3241
1946,Vínu,0.3241
1947,vyhýbají,0.3241
1948,oblíbené,0.3241
1949,pomníku,0.3241
1950,spolupracovali,0.3241
1951,Zoubek,0.3241
1952,architekti,0.3241
1953,Hölzl,0.3241
1954,Kerela,0.3241
1955,Posledním,0.3241
1956,popravným,0.3241
1957,Vladimír,0.3241
1958,Lulek,0.3241
1959,havířovských,0.3241
1960,květinových,0.3241
1961,"vozů,",0.3241
1962,připadala,0.3241
1963,"září,",0.3241
1964,mužů,0.3241
1965,Plány,0.3241
1966,posilují,0.3241
1967,akcie,0.3241
1968,zaměstnaly,0.3241
1969,letušek,0.3241
1970,stevardů,0.3241
1971,stoupá,0.3241
1972,daní,0.3241
1973,zvyšování,0.3241
1974,výdajů,0.3241
1975,infrastrukturu,0.3241
1976,Mimo,0.3241
1977,Pomník,0.3241
1978,sedmi,0.3241
1979,postavami,0.3241
1980,"muklů,",0.3241
1981,navrahl,0.3241
1982,"Zoubek,",0.3241
1983,Petřínem,0.3241
1984,Bratislavě,0.3241
1985,"vraha,",0.3241
1986,kterým,0.3241
1987,Štefan,0.3241
1988,Svitek,0.3241
1989,osvobodili,0.3241
1990,zaznamenaly,0.3241
1991,Hlavním,0.3241
1992,odběratelem,0.3241
1993,automobilový,0.3241
1994,průmysl,0.3241
1995,málo,0.3241
1996,místa,0.3241
1997,neobyčejně,0.3241
1998,Tchaj-pej,0.3241
1999,čínského,0.3241
2000,ostrova,0.3241
2001,přijíždí,0.3241
2002,známé,0.3241
2003,"hvězdy,",0.3241
2004,fanoušci,0.3241
2005,čekají,0.3241
2006,zahájení,0.3241
2007,"Ořechova,",0.3241
2008,padlo,0.3241
2009,"civilistů,",0.3241
2010,používali,0.3241
2011,lanovky,0.3241
2012,vleky,0.3241
2013,celou,0.3241
2014,škálou,0.3241
2015,sofistikovaných,0.3241
2016,nejnovějšími,0.3241
2017,technologiemi,0.3241
2018,Irákem,0.3241
2019,Bahamách,0.3241
2020,zacházet,0.3241
2021,válečným,0.3241
2022,Raffaelo,0.3241
2023,Nadal,0.3241
2024,ukradeni,0.3241
2025,Plzni,0.3241
2026,Litomyšli,0.3241
2027,probíhá,0.3241
2028,restaurování,0.3241
2029,gobelínů,0.3241
2030,Šéf,0.3241
2031,studovně,0.3241
2032,Klementina,0.3241
2033,vytvoří,0.3241
2034,vyšetřovat,0.3241
2035,zúčastní,0.3241
2036,gymnastice,0.3241
2037,benzinu,0.3241
2038,nekvalifikoval,0.3241
2039,titul,0.3241
2040,mistra,0.3241
2041,světa,0.3241
2042,skončil,0.3241
2043,místě,0.3241
2044,neoceňuje,0.3241
2045,krušnohorské,0.3241
2046,továrny,0.3241
2047,Neměcku,0.3241
2048,Sinice,0.3241
2049,Frýdecko-Místecku,0.3241
2050,nezhoršují,0.3241
2051,kvalitu,0.3241
2052,prodává,0.3241
2053,energie,0.3241
2054,Miloslav,0.3241
2055,Výborný,0.3241
2056,hájit,0.3241
2057,Ústavu,0.3241
2058,Perle,0.3241
2059,spojeneckým,0.3241
2060,státům,0.3241
2061,historický,0.3241
2062,"objekt,",0.3241
2063,ukradlo,0.3241
2064,zadlužená,0.3241
2065,půjčku,0.3241
2066,generálním,0.3241
2067,tajemníkem,0.3241
2068,zásilkový,0.3241
2069,oblibu,0.3241
2070,Prokopa,0.3241
2071,ČEZU,0.3241
2072,dařilo,0.3241
2073,post,0.3241
2074,Prokop,0.3241
2075,Jaroslava,0.3241
2076,Bohemia,0.3241
2077,Energy,0.3241
2078,prosperovala,0.3241
2079,"rozhodlo,",0.3241
2080,Světovém,0.3241
2081,těle,0.3241
2082,připraven,0.3241
2083,obžalovaným,0.3241
2084,Viktorem,0.3241
2085,Koženým,0.3241
2086,privatizaci,0.3241
2087,ropného,0.3241
2088,průmyslu,0.3241
2089,Ázerbajdžánu,0.3241
2090,nevinný,0.3241
2091,Izraele,0.3241
2092,vybaven,0.3241
2093,prostředky,0.3241
2094,Bahamy,0.3241
2095,hlavní,0.3241
2096,Kuby,0.3241
2097,pronevěry,0.3241
2098,neuskutečnil,0.3241
2099,Finančník,0.3241
2100,irského,0.3241
2101,občanství,0.3241
2102,nese,0.3241
2103,dispozici,0.3241
2104,omezené,0.3241
2105,vybavení,0.3241
2106,potřeby,0.3241
2107,zahájit,0.3241
2108,šetření,0.3241
2109,pochyby,0.3241
2110,stanoviska,0.3241
2111,Bývalí,0.3241
2112,figurují,0.3241
2113,soudním,0.3241
2114,usilovat,0.3241
2115,Severoatlantické,0.3241
2116,aliance,0.3241
2117,konci,0.3241
2118,osmdesátých,0.3241
2119,začaly,0.3241
2120,rozpadat,0.3241
2121,režimy,0.3241
2122,východního,0.3241
2123,"bloku,",0.3241
2124,závislých,0.3241
2125,Sovětském,0.3241
2126,svazu,0.3241
2127,izraelského,0.3241
2128,skutečnou,0.3241
2129,neobává,0.3241
2130,vojenského,0.3241
2131,válečného,0.3241
2132,izraelskými,0.3241
2133,líčen,0.3241
2134,názoru,0.3241
2135,minulost,0.3241
2136,shoduje,0.3241
2137,muzeum,0.3241
2138,válečnou,0.3241
2139,kořist,0.3241
2140,"zemím,",0.3241
2141,vyhrály,0.3241
2142,Kolem,0.3241
2143,současnosti,0.3241
2144,vedou,0.3241
2145,Egyptská,0.3241
2146,"domnívá,",0.3241
2147,Islámský,0.3241
2148,šíří,0.3241
2149,terorismus,0.3241
2150,nechuť,0.3241
2151,práci,0.3241
2152,webových,0.3241
2153,stránkách,0.3241
2154,jsme,0.3241
2155,dříve,0.3241
2156,Poprvé,0.3241
2157,western,0.3241
2158,prosince,0.3241
2159,Film,0.3241
2160,viděli,0.3241
2161,premiérou,0.3241
2162,teheránském,0.3241
2163,vylepšenou,0.3241
2164,bojovou,0.3241
2165,technikou,0.3241
2166,Ředitelkou,0.3241
2167,spořitelny,0.3241
2168,Štěpánka,0.3241
2169,Čechová,0.3241
2170,propadl,0.3241
2171,svědkem,0.3241
2172,přívalu,0.3241
2173,stovek,0.3241
2174,vůdce,0.3241
2175,stanul,0.3241
2176,mezinárodním,0.3241
2177,soudem,0.3241
2178,Haagu,0.3241
2179,chlapců,0.3241
2180,součástí,0.3241
2181,nedůvěřuje,0.3241
2182,zbavení,0.3241
2183,opětovnou,0.3241
2184,"proti,",0.3241
2185,vykonával,0.3241
2186,nesouhlasil,0.3241
2187,opětovným,0.3241
2188,výkonem,0.3241
2189,zaměstnání,0.3241
2190,západem,0.3241
2191,Hradu,0.3241
2192,Ovčáček,0.3241
2193,Slivice,0.3241
2194,elektřinou,0.3241
2195,majetku,0.3241
2196,"města,",0.3241
2197,kterého,0.3241
2198,žen,0.3241
2199,selekci,0.3241
2200,unijního,0.3241
2201,Spojeného,0.3241
2202,království,0.3241
2203,Rumunsku,0.3241
2204,Argentinský,0.3241
2205,Sofii,0.3241
2206,Oblíbenosti,0.3241
2207,těší,0.3241
2208,devětadvacetičlenné,0.3241
2209,oficiální,0.3241
2210,návštěvě,0.3241
2211,současný,0.3241
2212,pobřežní,0.3241
2213,"lidmi,",0.3241
2214,krátkodobě,0.3241
2215,dlouhodobě,0.3241
2216,vyslaní,0.3241
2217,členskými,0.3241
2218,Moravská,0.3241
2219,gobelínová,0.3241
2220,manufaktura,0.3241
2221,přivezla,0.3241
2222,bučovického,0.3241
2223,též,0.3241
2224,gobelíny,0.3241
2225,Náměšť,0.3241
2226,Oslavou,0.3241
2227,Slezského,0.3241
2228,zemského,0.3241
2229,muzea,0.3241
2230,Opavě,0.3241
2231,Pandám,0.3241
2232,navždy,0.3241
2233,vyhynou,0.3241
2234,Británií,0.3241
2235,Moskva,0.3241
2236,vstupenky,0.3241
2237,předvánoční,0.3241
2238,Tendr,0.3241
2239,koupi,0.3241
2240,Nescafé,0.3241
2241,Cimoszewicz,0.3241
2242,výběrového,0.3241
2243,slovenské,0.3241
2244,havaroval,0.3241
2245,autobus,0.3241
2246,jižním,0.3241
2247,došlo,0.3241
2248,srážce,0.3241
2249,nákladním,0.3241
2250,autem,0.3241
2251,českým,0.3241
2252,autobusem,0.3241
2253,Londýna,0.3241
2254,Spisovatel,0.3241
2255,literaturu,0.3241
2256,celoživotní,0.3241
2257,tvorbu,0.3241
2258,nevyrábí,0.3241
2259,sortiment,0.3241
2260,Želevčicích,0.3241
2261,týkat,0.3241
2262,vztahu,0.3241
2263,komise,0.3241
2264,Bolívie,0.3241
2265,stojí,0.3241
2266,Texasu,0.3241
2267,Kandidát,0.3241
2268,židovské,0.3241
2269,rodině,0.3241
