,productivity,utility,coverage,harmonic_mean
Tell,0.4289,0.0956,0.0007,0.0014
Timberlake,0.3969,0.0636,0.0007,0.0014
##jevuje,0.384,0.0506,0.0007,0.0014
Just,0.4724,0.1391,0.0007,0.0014
##all,0.4657,0.1323,0.0007,0.0014
Long,0.4277,0.0943,0.0007,0.0014
##bird,0.4173,0.084,0.0007,0.0014
Gilmore,0.3953,0.0619,0.0007,0.0014
Stevie,0.4059,0.0726,0.0007,0.0014
bra,0.3779,0.0446,0.0007,0.0014
##R,0.3774,0.0441,0.0007,0.0014
Grande,0.3957,0.0624,0.0007,0.0013
Fury,0.7796,0.4463,0.0007,0.0013
Para,0.5408,0.2074,0.0007,0.0013
##kan,0.4067,0.0733,0.0007,0.0013
Tina,0.4022,0.0688,0.0007,0.0013
Beast,0.3952,0.0618,0.0007,0.0013
##wo,0.3929,0.0596,0.0007,0.0013
##oji,0.4645,0.1311,0.0007,0.0013
##mot,0.6615,0.3281,0.0007,0.0013
##grafi,0.4303,0.0969,0.0007,0.0013
##uze,0.4305,0.0971,0.0007,0.0013
rozvoj,0.4221,0.0888,0.0007,0.0013
Road,0.3768,0.0435,0.0007,0.0013
##zik,0.5182,0.1849,0.0007,0.0013
Got,0.4078,0.0744,0.0007,0.0013
Pre,0.4816,0.1482,0.0007,0.0013
Eva,0.4641,0.1308,0.0007,0.0013
Dolly,0.4274,0.0941,0.0007,0.0013
Cloud,0.4161,0.0828,0.0007,0.0013
##cti,0.4065,0.0732,0.0007,0.0013
Rafael,0.4046,0.0713,0.0007,0.0013
Here,0.5241,0.1907,0.0007,0.0013
Hills,0.5152,0.1819,0.0007,0.0013
##sou,0.3971,0.0638,0.0007,0.0013
Bridges,0.3966,0.0633,0.0007,0.0013
##rans,0.443,0.1096,0.0007,0.0013
Har,0.4361,0.1028,0.0007,0.0013
existuje,0.42,0.0866,0.0007,0.0013
##D,0.3959,0.0626,0.0007,0.0013
ele,0.3885,0.0552,0.0007,0.0013
Car,0.3593,0.026,0.0007,0.0013
Shakira,0.4296,0.0963,0.0007,0.0013
Dakota,0.4124,0.079,0.0007,0.0013
af,0.4025,0.0692,0.0007,0.0013
##ye,0.3778,0.0445,0.0007,0.0013
Jeffrey,0.381,0.0477,0.0007,0.0013
Seattle,0.3646,0.0312,0.0007,0.0013
Hamlet,0.427,0.0937,0.0007,0.0013
##hal,0.3939,0.0605,0.0007,0.0013
Reign,0.4471,0.1137,0.0007,0.0013
Sony,0.4226,0.0893,0.0007,0.0013
republiky,0.3997,0.0664,0.0007,0.0013
1962,0.4699,0.1366,0.0007,0.0013
##au,0.4054,0.072,0.0007,0.0013
##ust,0.5355,0.2022,0.0007,0.0013
Wu,0.4119,0.0786,0.0007,0.0013
##eck,0.3883,0.055,0.0007,0.0013
##vano,0.3745,0.0412,0.0007,0.0013
Death,0.4325,0.0992,0.0007,0.0013
malo,0.4315,0.0982,0.0007,0.0013
Cor,0.4094,0.0761,0.0007,0.0013
Kirk,0.372,0.0387,0.0007,0.0013
##world,0.4718,0.1384,0.0007,0.0013
Samuel,0.4479,0.1146,0.0007,0.0013
Robinson,0.4222,0.0888,0.0007,0.0013
##ety,0.4064,0.0731,0.0007,0.0013
Hopper,0.3969,0.0636,0.0007,0.0013
##rsko,0.3718,0.0385,0.0007,0.0013
tra,0.4989,0.1656,0.0007,0.0013
Minnesota,0.4315,0.0981,0.0007,0.0013
##nic,0.4089,0.0756,0.0007,0.0013
##tida,0.4353,0.102,0.0007,0.0013
Child,0.381,0.0477,0.0007,0.0013
##lva,0.4749,0.1416,0.0007,0.0013
##ktik,0.4614,0.1281,0.0007,0.0013
##zak,0.4282,0.0948,0.0007,0.0013
hranice,0.4126,0.0793,0.0007,0.0013
Seven,0.373,0.0397,0.0007,0.0013
##abi,0.6865,0.3532,0.0007,0.0013
Sonny,0.4779,0.1445,0.0007,0.0013
Guns,0.457,0.1237,0.0007,0.0013
Atlas,0.4159,0.0826,0.0007,0.0013
Horse,0.4005,0.0672,0.0007,0.0013
Ras,0.3751,0.0418,0.0007,0.0013
##tit,0.5089,0.1756,0.0007,0.0013
absolvoval,0.4771,0.1438,0.0007,0.0013
##sbury,0.4201,0.0868,0.0007,0.0013
Zeus,0.3778,0.0444,0.0007,0.0013
Nobel,0.51,0.1767,0.0006,0.0013
Hai,0.4563,0.1229,0.0006,0.0013
Royal,0.4096,0.0762,0.0006,0.0013
Jet,0.3767,0.0434,0.0006,0.0013
##onge,0.5206,0.1873,0.0006,0.0013
##zala,0.4784,0.145,0.0006,0.0013
Memento,0.4133,0.08,0.0006,0.0013
ex,0.4171,0.0838,0.0006,0.0013
Lindsay,0.3921,0.0587,0.0006,0.0013
##ino,0.5574,0.2241,0.0006,0.0013
##has,0.4463,0.113,0.0006,0.0013
Cage,0.6065,0.2732,0.0006,0.0013
##un,0.5986,0.2653,0.0006,0.0013
##rk,0.5765,0.2432,0.0006,0.0013
##stik,0.4536,0.1203,0.0006,0.0013
Wonder,0.4351,0.1017,0.0006,0.0013
Far,0.3974,0.0641,0.0006,0.0013
##tko,0.3994,0.0661,0.0006,0.0013
Nadal,0.3816,0.0483,0.0006,0.0013
Ren,0.5025,0.1692,0.0006,0.0013
Marcus,0.4784,0.145,0.0006,0.0013
Roman,0.401,0.0677,0.0006,0.0013
Motor,0.3787,0.0454,0.0006,0.0013
##cet,0.3735,0.0401,0.0006,0.0013
##lska,0.4822,0.1488,0.0006,0.0013
Celtics,0.459,0.1257,0.0006,0.0013
Twitter,0.4024,0.0691,0.0006,0.0013
##hoda,0.3721,0.0388,0.0006,0.0013
##bou,0.3648,0.0314,0.0006,0.0013
1956,0.4566,0.1233,0.0006,0.0013
Haiti,0.4228,0.0894,0.0006,0.0013
##zma,0.4475,0.1142,0.0006,0.0013
##raz,0.4368,0.1035,0.0006,0.0013
Sylvester,0.4254,0.092,0.0006,0.0013
Sena,0.3984,0.0651,0.0006,0.0013
##mpe,0.3992,0.0659,0.0006,0.0013
Gal,0.3951,0.0618,0.0006,0.0013
Chain,0.3962,0.0629,0.0006,0.0013
##lko,0.4021,0.0688,0.0006,0.0013
##ckle,0.4481,0.1147,0.0006,0.0013
Einstein,0.4881,0.1548,0.0006,0.0013
Pl,0.4078,0.0745,0.0006,0.0013
##gri,0.405,0.0717,0.0006,0.0013
Can,0.4038,0.0704,0.0006,0.0013
nas,0.387,0.0537,0.0006,0.0013
Vietnam,0.4707,0.1374,0.0006,0.0013
##dalo,0.4108,0.0775,0.0006,0.0013
##sem,0.5179,0.1846,0.0006,0.0013
##cii,0.4798,0.1465,0.0006,0.0013
Fear,0.4532,0.1198,0.0006,0.0013
##ade,0.418,0.0846,0.0006,0.0013
##uke,0.3917,0.0583,0.0006,0.0013
##tar,0.3773,0.044,0.0006,0.0013
rychle,0.4296,0.0963,0.0006,0.0013
##rates,0.3958,0.0624,0.0006,0.0013
disk,0.3794,0.0461,0.0006,0.0013
Virginie,0.6877,0.3543,0.0006,0.0013
Julius,0.6467,0.3133,0.0006,0.0013
##ismus,0.4805,0.1472,0.0006,0.0013
Resident,0.424,0.0907,0.0006,0.0013
##ent,0.4007,0.0673,0.0006,0.0013
##bn,0.3789,0.0456,0.0006,0.0013
Fly,0.5593,0.226,0.0006,0.0013
agent,0.489,0.1557,0.0006,0.0013
Wesley,0.4518,0.1184,0.0006,0.0013
Cinema,0.4275,0.0942,0.0006,0.0013
##field,0.4093,0.076,0.0006,0.0013
1955,0.402,0.0687,0.0006,0.0012
Philadelphia,0.4859,0.1526,0.0006,0.0012
##tw,0.4511,0.1178,0.0006,0.0012
Jake,0.4176,0.0843,0.0006,0.0012
##J,0.3854,0.0521,0.0006,0.0012
Lakers,0.4263,0.093,0.0006,0.0012
##wce,0.3941,0.0608,0.0006,0.0012
Baldwin,0.3864,0.0531,0.0006,0.0012
kop,0.5924,0.2591,0.0006,0.0012
##itu,0.4862,0.1529,0.0006,0.0012
Tour,0.4615,0.1281,0.0006,0.0012
Novak,0.4556,0.1223,0.0006,0.0012
##nni,0.427,0.0937,0.0006,0.0012
odc,0.4247,0.0914,0.0006,0.0012
Bros,0.4089,0.0756,0.0006,0.0012
Alexandra,0.41,0.0766,0.0006,0.0012
Bose,0.404,0.0706,0.0006,0.0012
alkohol,0.3932,0.0598,0.0006,0.0012
Davida,0.4105,0.0772,0.0006,0.0012
Down,0.4036,0.0702,0.0006,0.0012
Katrina,0.3782,0.0449,0.0006,0.0012
Had,0.3767,0.0434,0.0006,0.0012
##rsk,0.6338,0.3005,0.0006,0.0012
##zyce,0.4591,0.1258,0.0006,0.0012
##bala,0.6785,0.3452,0.0006,0.0012
##dka,0.4593,0.126,0.0006,0.0012
with,0.4353,0.102,0.0006,0.0012
Blake,0.4223,0.0889,0.0006,0.0012
##vce,0.417,0.0837,0.0006,0.0012
School,0.4233,0.09,0.0006,0.0012
Shakespeare,0.4067,0.0734,0.0006,0.0012
##menn,0.4011,0.0678,0.0006,0.0012
##body,0.3871,0.0538,0.0006,0.0012
##etaria,0.9653,0.6319,0.0006,0.0012
Keith,0.6903,0.357,0.0006,0.0012
##lek,0.5478,0.2145,0.0006,0.0012
Rain,0.3798,0.0465,0.0006,0.0012
Mount,0.5495,0.2161,0.0006,0.0012
Hotel,0.4604,0.1271,0.0006,0.0012
student,0.4192,0.0859,0.0006,0.0012
Garden,0.3843,0.051,0.0006,0.0012
Alien,0.3778,0.0444,0.0006,0.0012
Odyssey,0.4399,0.1066,0.0006,0.0012
Mach,0.4367,0.1034,0.0006,0.0012
Dance,0.4326,0.0993,0.0006,0.0012
charakter,0.4169,0.0835,0.0006,0.0012
Vlad,0.414,0.0807,0.0006,0.0012
Vol,0.3978,0.0645,0.0006,0.0012
Thornton,0.3835,0.0501,0.0006,0.0012
Organ,0.462,0.1287,0.0006,0.0012
male,0.4632,0.1298,0.0006,0.0012
Idris,0.4239,0.0906,0.0006,0.0012
Lionel,0.3847,0.0513,0.0006,0.0012
nav,0.3851,0.0517,0.0006,0.0012
Anthony,0.6599,0.3266,0.0006,0.0012
Styles,0.4231,0.0898,0.0006,0.0012
Guild,0.4144,0.0811,0.0006,0.0012
##hod,0.4401,0.1068,0.0006,0.0012
Katy,0.3966,0.0633,0.0006,0.0012
Aa,0.3859,0.0526,0.0006,0.0012
##ex,0.7092,0.3759,0.0006,0.0012
##edu,0.5175,0.1842,0.0006,0.0012
per,0.4695,0.1362,0.0006,0.0012
Ashley,0.4459,0.1126,0.0006,0.0012
online,0.4321,0.0987,0.0006,0.0012
Britton,0.4054,0.072,0.0006,0.0012
Cameron,0.668,0.3347,0.0006,0.0012
Song,0.5819,0.2486,0.0006,0.0012
##vist,0.5651,0.2317,0.0006,0.0012
Jump,0.4172,0.0838,0.0006,0.0012
##ogi,0.3977,0.0644,0.0006,0.0012
Ronaldo,0.3893,0.0559,0.0006,0.0012
Ia,0.4737,0.1404,0.0006,0.0012
Woman,0.4319,0.0986,0.0006,0.0012
Page,0.423,0.0897,0.0006,0.0012
##droj,0.384,0.0506,0.0006,0.0012
##tner,0.4696,0.1363,0.0006,0.0012
##vid,0.4576,0.1243,0.0006,0.0012
Hughes,0.4513,0.1179,0.0006,0.0012
##eno,0.3775,0.0442,0.0006,0.0012
##lte,0.4995,0.1661,0.0006,0.0012
Sense,0.4428,0.1094,0.0006,0.0012
mon,0.4109,0.0775,0.0006,0.0012
##enta,0.3752,0.0419,0.0006,0.0012
Schreiber,0.4124,0.0791,0.0006,0.0012
Nil,0.3902,0.0569,0.0006,0.0012
84,0.5639,0.2306,0.0006,0.0012
Hora,0.5016,0.1683,0.0006,0.0012
##reep,0.4449,0.1116,0.0006,0.0012
Julian,0.4353,0.102,0.0006,0.0012
Gang,0.4368,0.1035,0.0006,0.0012
Brady,0.4227,0.0893,0.0006,0.0012
Vaughn,0.4117,0.0784,0.0006,0.0012
Old,0.3644,0.031,0.0006,0.0012
Brittany,0.4646,0.1313,0.0006,0.0012
##ranu,0.4512,0.1178,0.0006,0.0012
##quin,0.4017,0.0684,0.0006,0.0012
Elvis,0.4681,0.1348,0.0006,0.0012
Moon,0.4139,0.0806,0.0006,0.0012
902,0.5355,0.2022,0.0006,0.0012
##10,0.5355,0.2022,0.0006,0.0012
##bey,0.4764,0.143,0.0006,0.0012
##ps,0.4641,0.1308,0.0006,0.0012
Jensen,0.4559,0.1225,0.0006,0.0012
Mais,0.4365,0.1032,0.0006,0.0012
opera,0.4359,0.1025,0.0006,0.0012
##onic,0.4307,0.0974,0.0006,0.0012
##ule,0.4204,0.087,0.0006,0.0012
##hme,0.3751,0.0418,0.0006,0.0012
alternativ,0.4237,0.0904,0.0006,0.0012
Mis,0.4183,0.0849,0.0006,0.0012
##ous,0.4021,0.0688,0.0006,0.0012
Usher,0.3944,0.0611,0.0006,0.0012
Elton,0.3803,0.047,0.0006,0.0012
Drake,0.3756,0.0422,0.0006,0.0012
ok,0.3713,0.038,0.0006,0.0012
##cena,0.3763,0.043,0.0006,0.0012
Walker,0.3698,0.0365,0.0006,0.0012
##ddle,0.5755,0.2422,0.0006,0.0012
Capo,0.4422,0.1089,0.0006,0.0012
##vedena,0.4339,0.1006,0.0006,0.0012
Cele,0.434,0.1006,0.0006,0.0012
Earl,0.4347,0.1014,0.0006,0.0012
Gore,0.3873,0.054,0.0006,0.0012
Stanton,0.378,0.0447,0.0006,0.0012
##ote,0.6327,0.2993,0.0006,0.0012
##pske,0.4675,0.1342,0.0006,0.0012
Rowling,0.4556,0.1223,0.0006,0.0012
Oxford,0.4133,0.0799,0.0006,0.0012
Ye,0.653,0.3197,0.0006,0.0012
##noj,0.4145,0.0811,0.0006,0.0012
##kaj,0.4074,0.0741,0.0006,0.0012
##nka,0.4558,0.1225,0.0006,0.0012
##diu,0.4217,0.0883,0.0006,0.0012
##els,0.4125,0.0791,0.0006,0.0012
Harold,0.3816,0.0483,0.0006,0.0012
Pere,0.4372,0.1039,0.0006,0.0012
##ffet,0.421,0.0877,0.0006,0.0012
##tika,0.4093,0.0759,0.0006,0.0012
fotografie,0.3937,0.0603,0.0006,0.0012
Huntington,0.3794,0.0461,0.0006,0.0012
29,0.4612,0.1278,0.0006,0.0012
##rion,0.4397,0.1064,0.0006,0.0012
boxer,0.4008,0.0675,0.0006,0.0012
##edo,0.5045,0.1712,0.0006,0.0012
##out,0.4613,0.1279,0.0006,0.0012
Chelsea,0.4377,0.1044,0.0006,0.0012
Derrick,0.414,0.0807,0.0006,0.0012
centra,0.4083,0.0749,0.0006,0.0012
Sm,0.3838,0.0505,0.0006,0.0012
Hard,0.6351,0.3017,0.0006,0.0012
Wilder,0.461,0.1276,0.0006,0.0012
Norton,0.4176,0.0842,0.0006,0.0012
pre,0.382,0.0487,0.0006,0.0012
##rove,0.3677,0.0344,0.0006,0.0012
##pot,0.4169,0.0836,0.0006,0.0012
Murdoch,0.3791,0.0458,0.0006,0.0012
##hista,0.9532,0.6199,0.0006,0.0012
##rum,0.4568,0.1235,0.0006,0.0012
##hip,0.4665,0.1331,0.0006,0.0012
1983,0.4495,0.1162,0.0006,0.0012
Dva,0.4016,0.0682,0.0006,0.0012
performer,0.8881,0.5548,0.0006,0.0012
epic,0.4755,0.1422,0.0006,0.0012
Linn,0.4733,0.14,0.0006,0.0012
##azil,0.4696,0.1363,0.0006,0.0012
Bone,0.4089,0.0756,0.0006,0.0012
dokument,0.4971,0.1637,0.0006,0.0012
lety,0.4675,0.1342,0.0006,0.0012
as,0.4608,0.1274,0.0006,0.0012
Thunder,0.4048,0.0715,0.0006,0.0012
Mick,0.3956,0.0623,0.0006,0.0012
parlament,0.3743,0.0409,0.0006,0.0012
##del,0.5094,0.1761,0.0006,0.0012
poli,0.5034,0.17,0.0006,0.0012
Gori,0.4259,0.0926,0.0006,0.0012
Jonas,0.4021,0.0688,0.0006,0.0012
Albert,0.3958,0.0625,0.0006,0.0012
Hillary,0.3982,0.0649,0.0006,0.0012
Zen,0.3885,0.0552,0.0006,0.0012
##prano,0.5163,0.183,0.0006,0.0011
Wen,0.4819,0.1486,0.0006,0.0011
##rne,0.4496,0.1163,0.0006,0.0011
Santo,0.4017,0.0684,0.0006,0.0011
Kang,0.3874,0.0541,0.0006,0.0011
##tomie,0.5928,0.2595,0.0006,0.0011
Instagram,0.4318,0.0984,0.0006,0.0011
##kowski,0.4254,0.0921,0.0006,0.0011
##ki,0.3994,0.066,0.0006,0.0011
Oswald,0.3879,0.0546,0.0006,0.0011
Of,0.5199,0.1866,0.0006,0.0011
pen,0.4517,0.1184,0.0006,0.0011
Evropy,0.447,0.1136,0.0006,0.0011
Grove,0.4115,0.0781,0.0006,0.0011
otec,0.7355,0.4022,0.0006,0.0011
Square,0.5422,0.2089,0.0006,0.0011
##duk,0.4145,0.0811,0.0006,0.0011
##pre,0.4178,0.0845,0.0006,0.0011
Messi,0.388,0.0546,0.0006,0.0011
Malcolm,0.4877,0.1544,0.0006,0.0011
Bali,0.4511,0.1178,0.0006,0.0011
Stalin,0.3957,0.0624,0.0006,0.0011
##stic,0.3941,0.0608,0.0006,0.0011
Indiana,0.39,0.0566,0.0006,0.0011
##ear,0.385,0.0517,0.0006,0.0011
0,0.642,0.3087,0.0006,0.0011
suv,0.4759,0.1426,0.0006,0.0011
hit,0.4335,0.1002,0.0006,0.0011
Games,0.4109,0.0776,0.0006,0.0011
Doo,0.4036,0.0703,0.0006,0.0011
##klo,0.4031,0.0698,0.0006,0.0011
##liya,0.4014,0.0681,0.0006,0.0011
##enan,0.4009,0.0675,0.0006,0.0011
##cher,0.4067,0.0733,0.0006,0.0011
Orient,0.4048,0.0715,0.0006,0.0011
Frey,0.3876,0.0543,0.0006,0.0011
##ll,0.5558,0.2225,0.0006,0.0011
Ave,0.4046,0.0713,0.0006,0.0011
##dine,0.7143,0.381,0.0006,0.0011
Fantasy,0.538,0.2047,0.0006,0.0011
Rev,0.4908,0.1575,0.0006,0.0011
Amazing,0.453,0.1197,0.0006,0.0011
##mana,0.4303,0.0969,0.0006,0.0011
##jeni,0.6447,0.3113,0.0006,0.0011
Inter,0.46,0.1266,0.0006,0.0011
Republika,0.42,0.0867,0.0006,0.0011
Doctor,0.5084,0.175,0.0006,0.0011
##Pa,0.5033,0.17,0.0006,0.0011
Gordon,0.4323,0.099,0.0006,0.0011
PlayStation,0.3994,0.066,0.0006,0.0011
bank,0.5561,0.2228,0.0006,0.0011
Ridley,0.533,0.1997,0.0006,0.0011
NBC,0.4814,0.148,0.0006,0.0011
##cie,0.4413,0.108,0.0006,0.0011
##and,0.4337,0.1004,0.0006,0.0011
1979,0.4346,0.1013,0.0006,0.0011
##kus,0.3894,0.0561,0.0006,0.0011
Harvard,0.3783,0.0449,0.0006,0.0011
##aty,0.4609,0.1275,0.0006,0.0011
##ento,0.4537,0.1204,0.0006,0.0011
Macbeth,0.4333,0.1,0.0006,0.0011
Stranger,0.4338,0.1005,0.0006,0.0011
Mina,0.4074,0.0741,0.0006,0.0011
##vin,0.4011,0.0677,0.0006,0.0011
500,0.3966,0.0633,0.0006,0.0011
Zach,0.383,0.0496,0.0006,0.0011
##nici,0.637,0.3036,0.0006,0.0011
Malone,0.494,0.1607,0.0006,0.0011
Hubert,0.4834,0.1501,0.0006,0.0011
Ian,0.4372,0.1039,0.0006,0.0011
nov,0.4225,0.0891,0.0006,0.0011
##ime,0.4124,0.0791,0.0006,0.0011
samo,0.3856,0.0523,0.0006,0.0011
Yankee,0.4376,0.1043,0.0006,0.0011
##stil,0.4183,0.085,0.0006,0.0011
Dwight,0.3844,0.0511,0.0006,0.0011
##dila,0.6787,0.3453,0.0006,0.0011
Troy,0.4989,0.1655,0.0006,0.0011
Falls,0.4682,0.1349,0.0006,0.0011
Universe,0.4227,0.0894,0.0006,0.0011
Bieber,0.388,0.0546,0.0006,0.0011
Mix,0.3796,0.0463,0.0006,0.0011
Casanova,0.3748,0.0415,0.0006,0.0011
daleko,0.8244,0.4911,0.0006,0.0011
##pla,0.5379,0.2046,0.0006,0.0011
Netflix,0.5064,0.1731,0.0006,0.0011
Voda,0.4899,0.1566,0.0006,0.0011
##jem,0.4404,0.107,0.0006,0.0011
##mna,0.4262,0.0928,0.0006,0.0011
Ass,0.4115,0.0782,0.0006,0.0011
Aga,0.3801,0.0468,0.0006,0.0011
Tra,0.3719,0.0385,0.0006,0.0011
Mau,0.4192,0.0859,0.0006,0.0011
Wright,0.3943,0.061,0.0006,0.0011
Rana,0.383,0.0496,0.0006,0.0011
##oko,0.616,0.2826,0.0006,0.0011
tres,0.4499,0.1166,0.0006,0.0011
Bernie,0.418,0.0847,0.0006,0.0011
Caroline,0.3865,0.0532,0.0006,0.0011
Dor,0.5188,0.1854,0.0006,0.0011
##rs,0.524,0.1907,0.0006,0.0011
##hel,0.5034,0.1701,0.0006,0.0011
Cain,0.4473,0.114,0.0006,0.0011
Spencer,0.4454,0.1121,0.0006,0.0011
##blu,0.4446,0.1112,0.0006,0.0011
Blanche,0.4138,0.0805,0.0006,0.0011
Panther,0.3891,0.0557,0.0006,0.0011
Giacomo,0.3761,0.0428,0.0006,0.0011
Farm,0.4335,0.1002,0.0005,0.0011
##ger,0.4028,0.0695,0.0005,0.0011
Stan,0.4999,0.1665,0.0005,0.0011
Patty,0.4061,0.0728,0.0005,0.0011
Naruto,0.3973,0.064,0.0005,0.0011
Shah,0.8029,0.4695,0.0005,0.0011
design,0.675,0.3416,0.0005,0.0011
Brave,0.454,0.1207,0.0005,0.0011
Kerala,0.4187,0.0853,0.0005,0.0011
Modern,0.418,0.0846,0.0005,0.0011
voz,0.3958,0.0625,0.0005,0.0011
Hop,0.3978,0.0645,0.0005,0.0011
Linda,0.3801,0.0468,0.0005,0.0011
##wick,0.7466,0.4133,0.0005,0.0011
tre,0.5388,0.2055,0.0005,0.0011
##ville,0.4603,0.127,0.0005,0.0011
##dn,0.4152,0.0819,0.0005,0.0011
Parker,0.403,0.0696,0.0005,0.0011
Jan,0.4015,0.0682,0.0005,0.0011
Katharine,0.3687,0.0353,0.0005,0.0011
##ves,0.5028,0.1695,0.0005,0.0011
1964,0.4477,0.1143,0.0005,0.0011
Elba,0.4101,0.0767,0.0005,0.0011
Fiction,0.3626,0.0293,0.0005,0.0011
Carole,0.3627,0.0294,0.0005,0.0011
Planet,0.4497,0.1164,0.0005,0.0011
stare,0.4038,0.0704,0.0005,0.0011
Bourne,0.38,0.0467,0.0005,0.0011
Odin,0.491,0.1576,0.0005,0.0011
##dami,0.4728,0.1394,0.0005,0.0011
Jin,0.4592,0.1259,0.0005,0.0011
Eno,0.4465,0.1131,0.0005,0.0011
Sai,0.4286,0.0953,0.0005,0.0011
##jena,0.4192,0.0858,0.0005,0.0011
Cape,0.4129,0.0796,0.0005,0.0011
##rez,0.4133,0.0799,0.0005,0.0011
novi,0.399,0.0656,0.0005,0.0011
Lawrence,0.394,0.0607,0.0005,0.0011
nebylo,0.7494,0.416,0.0005,0.0011
net,0.5728,0.2395,0.0005,0.0011
Tre,0.4915,0.1582,0.0005,0.0011
##isy,0.465,0.1317,0.0005,0.0011
##nan,0.4545,0.1212,0.0005,0.0011
##oom,0.4198,0.0865,0.0005,0.0011
##ies,0.4115,0.0782,0.0005,0.0011
Saturn,0.4109,0.0776,0.0005,0.0011
CBS,0.4077,0.0744,0.0005,0.0011
Assassin,0.3934,0.06,0.0005,0.0011
##to,0.3839,0.0505,0.0005,0.0011
1000,0.3707,0.0373,0.0005,0.0011
Gus,0.4018,0.0685,0.0005,0.0011
doktor,0.3739,0.0405,0.0005,0.0011
##sat,0.5538,0.2204,0.0005,0.0011
Dub,0.4514,0.118,0.0005,0.0011
##oda,0.4371,0.1038,0.0005,0.0011
Manson,0.4155,0.0822,0.0005,0.0011
Billie,0.3914,0.058,0.0005,0.0011
Dustin,0.4265,0.0931,0.0005,0.0011
dni,0.4197,0.0863,0.0005,0.0011
Slam,0.4155,0.0822,0.0005,0.0011
Under,0.4163,0.083,0.0005,0.0011
Ky,0.3916,0.0582,0.0005,0.0011
Curtis,0.3724,0.0391,0.0005,0.0011
Reynolds,0.3725,0.0391,0.0005,0.0011
c,0.3773,0.044,0.0005,0.0011
Isla,0.5808,0.2475,0.0005,0.0011
Flash,0.4516,0.1182,0.0005,0.0011
##lki,0.428,0.0947,0.0005,0.0011
domu,0.3971,0.0638,0.0005,0.0011
Sun,0.3964,0.0631,0.0005,0.0011
van,0.3882,0.0549,0.0005,0.0011
Andre,0.3852,0.0518,0.0005,0.0011
##est,0.8267,0.4934,0.0005,0.0011
fant,0.4428,0.1095,0.0005,0.0011
##ublik,0.4372,0.1039,0.0005,0.0011
##fold,0.4312,0.0978,0.0005,0.0011
Foster,0.3822,0.0489,0.0005,0.0011
Lance,0.3665,0.0332,0.0005,0.0011
##ugh,0.4301,0.0968,0.0005,0.0011
UEFA,0.4109,0.0776,0.0005,0.0011
##jov,0.401,0.0677,0.0005,0.0011
Field,0.384,0.0506,0.0005,0.0011
##gan,0.6678,0.3344,0.0005,0.0011
##uzioni,0.4899,0.1566,0.0005,0.0011
##udo,0.4621,0.1288,0.0005,0.0011
Sanders,0.4399,0.1066,0.0005,0.0011
##stav,0.4136,0.0803,0.0005,0.0011
Corporation,0.3842,0.0509,0.0005,0.0011
Orton,0.3895,0.0562,0.0005,0.0011
##X,0.521,0.1877,0.0005,0.0011
##ovac,0.4094,0.0761,0.0005,0.0011
##eran,0.3928,0.0595,0.0005,0.0011
##wy,0.3864,0.0531,0.0005,0.0011
negra,0.8176,0.4843,0.0005,0.0011
Warcraft,0.4455,0.1121,0.0005,0.0011
##amma,0.4493,0.1159,0.0005,0.0011
ap,0.4204,0.087,0.0005,0.0011
##yw,0.3747,0.0414,0.0005,0.0011
holl,0.3747,0.0414,0.0005,0.0011
##ood,0.3747,0.0414,0.0005,0.0011
##mat,0.614,0.2807,0.0005,0.001
Desa,0.5398,0.2065,0.0005,0.001
Seat,0.3817,0.0484,0.0005,0.001
sexu,0.486,0.1526,0.0005,0.001
Live,0.446,0.1127,0.0005,0.001
turn,0.4401,0.1067,0.0005,0.001
Victor,0.4147,0.0814,0.0005,0.001
Muhammad,0.4108,0.0775,0.0005,0.001
1966,0.4186,0.0853,0.0005,0.001
##upil,0.5403,0.207,0.0005,0.001
1948,0.5199,0.1866,0.0005,0.001
t,0.4571,0.1238,0.0005,0.001
amat,0.6974,0.3641,0.0005,0.001
##uta,0.6997,0.3664,0.0005,0.001
bit,0.5079,0.1746,0.0005,0.001
Roses,0.4447,0.1114,0.0005,0.001
##vos,0.4425,0.1092,0.0005,0.001
##T,0.4204,0.087,0.0005,0.001
Eisenhower,0.3975,0.0642,0.0005,0.001
##dor,0.378,0.0446,0.0005,0.001
##og,0.3656,0.0323,0.0005,0.001
##rodu,0.6463,0.3129,0.0005,0.001
##ker,0.583,0.2497,0.0005,0.001
Oba,0.5184,0.1851,0.0005,0.001
Justice,0.4186,0.0853,0.0005,0.001
##hum,0.3911,0.0578,0.0005,0.001
##ese,0.3665,0.0332,0.0005,0.001
arme,0.5295,0.1962,0.0005,0.001
##kti,0.5264,0.193,0.0005,0.001
Fin,0.497,0.1636,0.0005,0.001
First,0.4249,0.0916,0.0005,0.001
##ngi,0.4215,0.0881,0.0005,0.001
Host,0.3717,0.0384,0.0005,0.001
Vader,0.3655,0.0322,0.0005,0.001
##kr,0.5556,0.2222,0.0005,0.001
tam,0.4598,0.1264,0.0005,0.001
##dia,0.4507,0.1174,0.0005,0.001
country,0.4364,0.1031,0.0005,0.001
Duval,0.4169,0.0836,0.0005,0.001
Is,0.4297,0.0964,0.0005,0.001
Barber,0.4316,0.0983,0.0005,0.001
Claire,0.4274,0.0941,0.0005,0.001
##bon,0.4214,0.0881,0.0005,0.001
